originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
EXCEPT-SEPARATE-WHITE-HALL,0,2,3,3,0,-3,5,11.344295907915807,EXCEPTSEPARATEWHITEHALL---,-11.344295907915807,0,-2,-3,-3,0,3,-5,7,-7,7,-7,7,-7,26,23,0,3
ALONG-skin-those-SENSE,0,2,1,1,0,-3,1,27.083976327054586,ALONGSENSEskinthose---,-27.083976327054586,0,-2,-1,-1,0,3,-1,7,-7,7,-7,7,-7,22,19,0,3
letter-FATHER-trust-PATTERN,0,2,3,1,0,-3,3,32.76549064288784,FATHERPATTERNlettertrust---,-32.76549064288784,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,27,24,0,3
MONDAY-food-alabama-THOUGHT,0,2,3,1,0,-3,3,32.76549064288784,MONDAYTHOUGHTfoodalabama---,-32.76549064288784,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,27,24,0,3
wales-METHOD-PRODUCTS-body,0,2,3,1,0,-3,3,30.98460793219141,METHODPRODUCTSwalesbody---,-30.98460793219141,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,26,23,0,3
SIZE-some-ADVANCE-STOCK,0,2,1,2,0,-3,2,23.03262944705436,SIZEADVANCESTOCKsome---,-23.03262944705436,0,-2,-1,-2,0,3,-2,7,-7,7,-7,7,-7,23,20,0,3
travel-PRACTICE-CONTROL-BROWN,0,2,4,2,0,-3,5,29.647977228407854,PRACTICECONTROLBROWNtravel---,-29.647977228407854,0,-2,-4,-2,0,3,-5,7,-7,7,-7,7,-7,29,26,0,3
hair-KISS-REST-PARIS,0,2,-1,2,0,-3,0,21.37156396724741,KISSRESTPARIShair---,-21.37156396724741,0,-2,1,-2,0,3,0,7,-7,7,-7,7,-7,20,17,0,3
wash-center-river-DANCE,0,2,1,0,0,-3,0,24.710701352166993,DANCEwashcenterriver---,-24.710701352166993,0,-2,-1,0,0,3,0,7,-7,7,-7,7,-7,23,20,0,3
gold-congo-DAMASCUS-tore,0,2,2,0,0,-3,1,28.61759194777551,DAMASCUSgoldcongotore---,-28.61759194777551,0,-2,-2,0,0,3,-1,7,-7,7,-7,7,-7,24,21,0,3
clothes-simple-cost-PAIN,0,2,2,0,0,-3,1,23.53012910652518,PAINclothessimplecost---,-23.53012910652518,0,-2,-2,0,0,3,-1,7,-7,7,-7,7,-7,24,21,0,3
FORCE-KEPT-change-MAIN,0,2,1,2,0,-3,2,25.31642241305495,FORCEKEPTMAINchange---,-25.31642241305495,0,-2,-1,-2,0,3,-2,7,-7,7,-7,7,-7,22,19,0,3
THEN-radio-WAIT-news,0,2,0,1,0,-3,0,24.724080381968193,THENWAITradionews---,-24.724080381968193,0,-2,0,-1,0,3,0,7,-7,7,-7,7,-7,20,17,0,3
ridden-LANGUAGE-SUMMER-asia,0,2,3,1,0,-3,3,32.417567339467524,LANGUAGESUMMERriddenasia---,-32.417567339467524,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,27,24,0,3
without-tail-book-DOLLAR,0,2,2,0,0,-3,1,26.710701352167007,DOLLARwithouttailbook---,-26.710701352167007,0,-2,-2,0,0,3,-1,7,-7,7,-7,7,-7,24,21,0,3
WATCH-smiled-maybe-NEARLY,0,2,3,1,0,-3,3,30.595565641445518,WATCHNEARLYsmiledmaybe---,-30.595565641445518,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,25,22,0,3
WOMEN-peace-products-ABOVE,0,2,3,1,0,-3,3,31.470034759361653,WOMENABOVEpeaceproducts---,-31.470034759361653,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,26,23,0,3
orderly-TRIANGLE-shoes-INSTEAD,0,2,5,1,0,-3,5,36.038509137294255,TRIANGLEINSTEADorderlyshoes---,-36.038509137294255,0,-2,-5,-1,0,3,-5,7,-7,7,-7,7,-7,30,27,0,3
BALL-fast-JUST-germany,0,2,0,1,0,-3,0,26.794469709859598,BALLJUSTfastgermany---,-26.794469709859598,0,-2,0,-1,0,3,0,7,-7,7,-7,7,-7,22,19,0,3
between-WARSAW-REPORT-TROUBLE,0,2,4,2,0,-3,5,31.16255040123761,WARSAWREPORTTROUBLEbetween---,-31.16255040123761,0,-2,-4,-2,0,3,-5,7,-7,7,-7,7,-7,29,26,0,3
grave-BORN-LIAR-NOVEMBER,0,2,2,2,0,-3,3,25.29566385288814,BORNLIARNOVEMBERgrave---,-25.29566385288814,0,-2,-2,-2,0,3,-3,7,-7,7,-7,7,-7,24,21,0,3
bottom-SOLDIERS-company-PROBABLE,0,2,6,1,0,-3,6,38.29226572954002,SOLDIERSPROBABLEbottomcompany---,-38.29226572954002,0,-2,-6,-1,0,3,-6,7,-7,7,-7,7,-7,32,29,0,3
push-ELECTRIC-FOREST-smell,0,2,2,1,0,-3,2,30.98460793219141,ELECTRICFORESTpushsmell---,-30.98460793219141,0,-2,-2,-1,0,3,-2,7,-7,7,-7,7,-7,26,23,0,3
MIND-THROUGH-human-dusk,0,2,2,1,0,-3,2,28.148106664474284,MINDTHROUGHhumandusk---,-28.148106664474284,0,-2,-2,-1,0,3,-2,7,-7,7,-7,7,-7,23,20,0,3
FACE-FRIEND-REMEMBER-EXPRESS,0,2,3,3,0,-3,5,11.677719641641005,FACEFRIENDREMEMBEREXPRESS---,-11.677719641641005,0,-2,-3,-3,0,3,-5,7,-7,7,-7,7,-7,28,25,0,3
during-suddenly-SELF-NUMBER,0,2,3,1,0,-3,3,32.417567339467524,SELFNUMBERduringsuddenly---,-32.417567339467524,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,27,24,0,3
PERFECT-mean-SHAPE-daily,0,2,2,1,0,-3,2,29.148106664474284,PERFECTSHAPEmeandaily---,-29.148106664474284,0,-2,-2,-1,0,3,-2,7,-7,7,-7,7,-7,24,21,0,3
ride-three-legs-DESIRE,0,2,1,0,0,-3,0,25.31642241305495,DESIREridethreelegs---,-25.31642241305495,0,-2,-1,0,0,3,0,7,-7,7,-7,7,-7,22,19,0,3
broad-BASE-part-phrase,0,2,1,0,0,-3,0,22.509067490997353,BASEbroadpartphrase---,-22.509067490997353,0,-2,-1,0,0,3,0,7,-7,7,-7,7,-7,22,19,0,3
PROVE-scene-OHIO-nevada,0,2,2,1,0,-3,2,28.148106664474284,PROVEOHIOscenenevada---,-28.148106664474284,0,-2,-2,-1,0,3,-2,7,-7,7,-7,7,-7,23,20,0,3
that-ALMOST-story-kitchen,0,2,2,0,0,-3,1,27.354557541941716,ALMOSTthatstorykitchen---,-27.354557541941716,0,-2,-2,0,0,3,-1,7,-7,7,-7,7,-7,25,22,0,3
STUDENT-neptune-STRAIGHT-milk,0,2,5,1,0,-3,5,34.71658104240689,STUDENTSTRAIGHTneptunemilk---,-34.71658104240689,0,-2,-5,-1,0,3,-5,7,-7,7,-7,7,-7,29,26,0,3
engine-built-FLOWERS-oslo,0,2,3,0,0,-3,2,28.547202619884104,FLOWERSenginebuiltoslo---,-28.547202619884104,0,-2,-3,0,0,3,-2,7,-7,7,-7,7,-7,25,22,0,3
mountain-legs-FLOWERS-GAME,0,2,3,1,0,-3,3,31.711042858865454,FLOWERSGAMEmountainlegs---,-31.711042858865454,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,26,23,0,3
FINALLY-members-edge-nine,0,2,3,0,0,-3,2,28.547202619884104,FINALLYmembersedgenine---,-28.547202619884104,0,-2,-3,0,0,3,-2,7,-7,7,-7,7,-7,25,22,0,3
RADIO-WATER-RUSH-USUALLY,0,2,2,3,0,-3,4,10.98299357469432,RADIOWATERRUSHUSUALLY---,-10.98299357469432,0,-2,-2,-3,0,3,-4,7,-7,7,-7,7,-7,24,21,0,3
LENGTH-alone-ALLOW-market,0,2,3,1,0,-3,3,30.595565641445518,LENGTHALLOWalonemarket---,-30.595565641445518,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,25,22,0,3
lift-burn-wings-sell,0,2,0,0,0,-3,-1,10.154818109052101,liftburnwingssell---,-10.154818109052101,0,-2,0,0,0,3,1,7,-7,7,-7,7,-7,20,17,0,3
FIGHT-wish-WITH-JOURNEY,0,2,1,2,0,-3,2,23.03262944705436,FIGHTWITHJOURNEYwish---,-23.03262944705436,0,-2,-1,-2,0,3,-2,7,-7,7,-7,7,-7,23,20,0,3
COVER-safe-proud-DOUBLE,0,2,2,1,0,-3,2,28.148106664474284,COVERDOUBLEsafeproud---,-28.148106664474284,0,-2,-2,-1,0,3,-2,7,-7,7,-7,7,-7,23,20,0,3
modern-lower-inside-fifth,0,2,2,0,0,-3,1,11.167418145831732,modernlowerinsidefifth---,-11.167418145831732,0,-2,-2,0,0,3,-1,7,-7,7,-7,7,-7,25,22,0,3
chile-LORD-exercise-TOOK,0,2,2,1,0,-3,2,28.61759194777551,LORDTOOKchileexercise---,-28.61759194777551,0,-2,-2,-1,0,3,-2,7,-7,7,-7,7,-7,24,21,0,3
rome-BICYCLE-judge-fear,0,2,2,0,0,-3,1,27.032629447054347,BICYCLEromejudgefear---,-27.032629447054347,0,-2,-2,0,0,3,-1,7,-7,7,-7,7,-7,23,20,0,3
SEEM-ALASKA-PROBABLY-device,0,2,3,2,0,-3,4,28.55249691955362,SEEMALASKAPROBABLYdevice---,-28.55249691955362,0,-2,-3,-2,0,3,-4,7,-7,7,-7,7,-7,27,24,0,3
caught-damascus-team-money,0,2,2,0,0,-3,1,11.344295907915807,caughtdamascusteammoney---,-11.344295907915807,0,-2,-2,0,0,3,-1,7,-7,7,-7,7,-7,26,23,0,3
duty-fire-children-ireland,0,2,2,0,0,-3,1,11.344295907915807,dutyfirechildrenireland---,-11.344295907915807,0,-2,-2,0,0,3,-1,7,-7,7,-7,7,-7,26,23,0,3
nerve-stay-fair-problem,0,2,1,0,0,-3,0,10.790348496751903,nervestayfairproblem---,-10.790348496751903,0,-2,-1,0,0,3,0,7,-7,7,-7,7,-7,23,20,0,3
till-heard-blue-SOMEONE,0,2,1,0,0,-3,0,27.032629447054347,SOMEONEtillheardblue---,-27.032629447054347,0,-2,-1,0,0,3,0,7,-7,7,-7,7,-7,23,20,0,3
till-inch-OFFER-MONTANA,0,2,1,1,0,-3,1,27.733069165195445,OFFERMONTANAtillinch---,-27.733069165195445,0,-2,-1,-1,0,3,-1,7,-7,7,-7,7,-7,23,20,0,3
arrive-sense-COMPLETE-receive,0,2,4,0,0,-3,3,32.410477914681195,COMPLETEarrivesensereceive---,-32.410477914681195,0,-2,-4,0,0,3,-3,7,-7,7,-7,7,-7,29,26,0,3
POLE-SHOUT-right-book,0,2,1,1,0,-3,1,25.946472803304644,POLESHOUTrightbook---,-25.946472803304644,0,-2,-1,-1,0,3,-1,7,-7,7,-7,7,-7,21,18,0,3
PULL-ENERGY-THAN-AFTER,0,2,0,3,0,-3,2,10.58871463558225,PULLENERGYTHANAFTER---,-10.58871463558225,0,-2,0,-3,0,3,-2,7,-7,7,-7,7,-7,22,19,0,3
dried-foreign-article-EGGS,0,2,4,0,0,-3,3,24.45657249955508,EGGSdriedforeignarticle---,-24.45657249955508,0,-2,-4,0,0,3,-3,7,-7,7,-7,7,-7,26,23,0,3
lord-METAL-SUBJECT-REGION,0,2,3,2,0,-3,4,24.004060294857595,METALSUBJECTREGIONlord---,-24.004060294857595,0,-2,-3,-2,0,3,-4,7,-7,7,-7,7,-7,25,22,0,3
PUSH-suppose-does-mexico,0,2,2,0,0,-3,1,23.53012910652518,PUSHsupposedoesmexico---,-23.53012910652518,0,-2,-2,0,0,3,-1,7,-7,7,-7,7,-7,24,21,0,3
FORGET-BLOCK-HEAVY-VARIOUS,0,2,3,3,0,-3,5,11.344295907915807,FORGETBLOCKHEAVYVARIOUS---,-11.344295907915807,0,-2,-3,-3,0,3,-5,7,-7,7,-7,7,-7,26,23,0,3
august-amount-ALABAMA-city,0,2,3,0,0,-3,2,29.2476423380252,ALABAMAaugustamountcity---,-29.2476423380252,0,-2,-3,0,0,3,-2,7,-7,7,-7,7,-7,26,23,0,3
PASS-lone-spell-sand,0,2,0,0,0,-3,-1,21.37156396724741,PASSlonespellsand---,-21.37156396724741,0,-2,0,0,0,3,1,7,-7,7,-7,7,-7,20,17,0,3
damascus-START-AUSTRIA-pattern,0,2,5,1,0,-3,5,36.038509137294255,STARTAUSTRIAdamascuspattern---,-36.038509137294255,0,-2,-5,-1,0,3,-5,7,-7,7,-7,7,-7,30,27,0,3
TEACHER-HALL-COAST-BEGIN,0,2,2,3,0,-3,4,10.98299357469432,TEACHERHALLCOASTBEGIN---,-10.98299357469432,0,-2,-2,-3,0,3,-4,7,-7,7,-7,7,-7,24,21,0,3
TAKE-METHOD-STUDENTS-fast,0,2,2,2,0,-3,3,24.004060294857595,TAKEMETHODSTUDENTSfast---,-24.004060294857595,0,-2,-2,-2,0,3,-3,7,-7,7,-7,7,-7,25,22,0,3
than-CONGO-happened-ELSE,0,2,2,1,0,-3,2,29.148106664474284,CONGOELSEthanhappened---,-29.148106664474284,0,-2,-2,-1,0,3,-2,7,-7,7,-7,7,-7,24,21,0,3
really-blood-NEPTUNE-outside,0,2,4,0,0,-3,3,30.55249691955362,NEPTUNEreallybloodoutside---,-30.55249691955362,0,-2,-4,0,0,3,-3,7,-7,7,-7,7,-7,28,25,0,3
SERVE-LOWER-distant-list,0,2,3,1,0,-3,3,29.41114107030809,SERVELOWERdistantlist---,-29.41114107030809,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,24,21,0,3
SEEM-THROW-mine-between,0,2,1,1,0,-3,1,28.148106664474284,SEEMTHROWminebetween---,-28.148106664474284,0,-2,-1,-1,0,3,-1,7,-7,7,-7,7,-7,23,20,0,3
TRUST-GUARD-HAVE-BERLIN,0,2,2,3,0,-3,4,10.790348496751903,TRUSTGUARDHAVEBERLIN---,-10.790348496751903,0,-2,-2,-3,0,3,-4,7,-7,7,-7,7,-7,23,20,0,3
EARTH-really-SWEDEN-CANNOT,0,2,3,2,0,-3,4,27.967534418832486,EARTHSWEDENCANNOTreally---,-27.967534418832486,0,-2,-3,-2,0,3,-4,7,-7,7,-7,7,-7,26,23,0,3
promise-CORN-uncle-also,0,2,2,0,0,-3,1,23.03262944705436,CORNpromiseunclealso---,-23.03262944705436,0,-2,-2,0,0,3,-1,7,-7,7,-7,7,-7,23,20,0,3
BOTTOM-neck-grew-SUNDAY,0,2,1,1,0,-3,1,27.733069165195445,BOTTOMSUNDAYneckgrew---,-27.733069165195445,0,-2,-1,-1,0,3,-1,7,-7,7,-7,7,-7,23,20,0,3
into-BECOME-fell-APRIL,0,2,0,1,0,-3,0,26.794469709859598,BECOMEAPRILintofell---,-26.794469709859598,0,-2,0,-1,0,3,0,7,-7,7,-7,7,-7,22,19,0,3
LIVE-pounds-blow-stream,0,2,1,0,0,-3,0,23.03262944705436,LIVEpoundsblowstream---,-23.03262944705436,0,-2,-1,0,0,3,0,7,-7,7,-7,7,-7,23,20,0,3
WORTH-across-WANT-build,0,2,1,1,0,-3,1,28.148106664474284,WORTHWANTacrossbuild---,-28.148106664474284,0,-2,-1,-1,0,3,-1,7,-7,7,-7,7,-7,23,20,0,3
CLOCK-AHEAD-bicycle-PLURAL,0,2,4,2,0,-3,5,29.2476423380252,CLOCKAHEADPLURALbicycle---,-29.2476423380252,0,-2,-4,-2,0,3,-5,7,-7,7,-7,7,-7,26,23,0,3
manner-WOMEN-REST-BICYCLE,0,2,2,2,0,-3,3,27.354557541941716,WOMENRESTBICYCLEmanner---,-27.354557541941716,0,-2,-2,-2,0,3,-3,7,-7,7,-7,7,-7,25,22,0,3
SING-appear-NORTH-many,0,2,1,1,0,-3,1,27.083976327054586,SINGNORTHappearmany---,-27.083976327054586,0,-2,-1,-1,0,3,-1,7,-7,7,-7,7,-7,22,19,0,3
NAIL-MAYOR-hello-country,0,2,2,1,0,-3,2,29.148106664474284,NAILMAYORhellocountry---,-29.148106664474284,0,-2,-2,-1,0,3,-2,7,-7,7,-7,7,-7,24,21,0,3
HEART-front-deep-ENEMY,0,2,1,1,0,-3,1,27.083976327054586,HEARTENEMYfrontdeep---,-27.083976327054586,0,-2,-1,-1,0,3,-1,7,-7,7,-7,7,-7,22,19,0,3
well-problem-shot-JUPITER,0,2,2,0,0,-3,1,28.547202619884104,JUPITERwellproblemshot---,-28.547202619884104,0,-2,-2,0,0,3,-1,7,-7,7,-7,7,-7,25,22,0,3
TAKE-BOTSWANA-WIND-movement,0,2,3,2,0,-3,4,31.002529840188686,TAKEBOTSWANAWINDmovement---,-31.002529840188686,0,-2,-3,-2,0,3,-4,7,-7,7,-7,7,-7,27,24,0,3
NOTICE-fellow-iron-NIECE,0,2,1,1,0,-3,1,29.41114107030809,NOTICENIECEfellowiron---,-29.41114107030809,0,-2,-1,-1,0,3,-1,7,-7,7,-7,7,-7,24,21,0,3
charge-LIST-read-tries,0,2,0,0,0,-3,-1,22.509067490997353,LISTchargereadtries---,-22.509067490997353,0,-2,0,0,0,3,1,7,-7,7,-7,7,-7,22,19,0,3
unit-GREECE-across-DOES,0,2,1,1,0,-3,1,28.285610188224226,GREECEDOESunitacross---,-28.285610188224226,0,-2,-1,-1,0,3,-1,7,-7,7,-7,7,-7,23,20,0,3
death-BRITISH-carry-LOST,0,2,3,1,0,-3,3,29.41114107030809,BRITISHLOSTdeathcarry---,-29.41114107030809,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,24,21,0,3
large-ROUND-CARE-BRIGHT,0,2,2,2,0,-3,3,24.710701352166993,ROUNDCAREBRIGHTlarge---,-24.710701352166993,0,-2,-2,-2,0,3,-3,7,-7,7,-7,7,-7,23,20,0,3
very-PUSHED-DONE-PRETTY,0,2,1,2,0,-3,2,23.03262944705436,PUSHEDDONEPRETTYvery---,-23.03262944705436,0,-2,-1,-2,0,3,-2,7,-7,7,-7,7,-7,23,20,0,3
AROUND-meet-seem-best,0,2,0,0,0,-3,-1,24.55743051255874,AROUNDmeetseembest---,-24.55743051255874,0,-2,0,0,0,3,1,7,-7,7,-7,7,-7,21,18,0,3
JORDAN-THOSE-outside-stick,0,2,3,1,0,-3,3,31.711042858865454,JORDANTHOSEoutsidestick---,-31.711042858865454,0,-2,-3,-1,0,3,-3,7,-7,7,-7,7,-7,26,23,0,3
