originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
3qq:Q-,0,0,0,0,0,0,0,8.714245517666122,Qqq3:-,-8.714245517666122,0,0,0,0,0,0,0,6,-6,6,-6,6,-6,7,3,1,3
3.bH1o,0,0,-1,1,1,1,2,9.299208018387276,Hbo31.,-9.299208018387276,0,0,1,-1,-1,-1,-2,6,-6,6,-6,6,-6,7,3,2,2
2fKIl1,0,0,0,0,1,0,1,9.299208018387276,KIfl21,-9.299208018387276,0,0,0,0,-1,0,-1,3,-3,3,-3,3,-3,7,4,2,1
1v]0JL,0,0,-2,0,0,0,-2,9.299208018387276,JLv10],-9.299208018387276,0,0,2,0,0,0,2,6,-6,6,-6,6,-6,7,3,2,2
1q!+In,0,0,-1,0,0,-1,-2,8.714245517666122,Iqn1!+,-8.714245517666122,0,0,1,0,0,1,2,6,-6,6,-6,6,-6,7,3,1,3
0o|0cV,0,0,-2,1,0,1,0,9.299208018387276,Voc00|,-9.299208018387276,0,0,2,-1,0,-1,0,6,-6,6,-6,6,-6,7,3,2,2
=66c&Q,1,-1,0,0,0,0,0,8.714245517666122,Qc66=&,-8.714245517666122,-1,1,0,0,0,0,0,6,-6,6,-6,6,-6,7,2,2,3
<bu1'W,1,-1,0,0,0,0,0,8.714245517666122,Wbu1<',-8.714245517666122,-1,1,0,0,0,0,0,6,-6,6,-6,6,-6,7,3,1,3
+u4Aj^,1,-1,0,0,1,0,1,8.714245517666122,Auj4+^,-8.714245517666122,-1,1,0,0,-1,0,-1,6,-6,6,-6,6,-6,7,3,1,3
/t0[2B,1,-1,-1,0,0,0,-1,8.714245517666122,Bt02/[,-8.714245517666122,-1,1,1,0,0,0,1,6,-6,6,-6,6,-6,7,2,2,3
)7f0(O,1,-1,0,0,1,1,2,8.714245517666122,Of70)(,-8.714245517666122,-1,1,0,0,-1,-1,-2,6,-6,6,-6,6,-6,7,2,2,3
%6iCR5,1,0,-1,0,1,1,2,9.299208018387276,CRi65%,-9.299208018387276,-1,0,1,0,-1,-1,-2,3,-3,3,-3,3,-3,7,3,2,2
!g3Fy\,1,-1,0,0,1,0,1,8.714245517666122,Fgy3!\,-8.714245517666122,-1,1,0,0,-1,0,-1,6,-6,6,-6,6,-6,7,3,1,3
y7]Nw&v,0,0,-2,0,0,1,-1,10.129283016944967,Nywv7]&,-10.129283016944967,0,0,2,0,0,-1,1,6,-6,6,-6,6,-6,8,4,1,3
y;7)12I,0,0,-2,0,0,1,-1,10.129283016944967,Iy712;),-10.129283016944967,0,0,2,0,0,-1,1,3,-3,3,-3,3,-3,8,2,3,3
v3/Sj[j,0,0,-2,0,0,0,-2,10.129283016944967,Svjj3/[,-10.129283016944967,0,0,2,0,0,0,2,6,-6,6,-6,6,-6,8,4,1,3
v0/kR]F,0,0,-2,0,0,0,-2,10.714245517666122,RFvk0/],-10.714245517666122,0,0,2,0,0,0,2,6,-6,6,-6,6,-6,8,4,1,3
u7c73?I,0,0,0,0,1,0,1,10.714245517666122,Iuc773?,-10.714245517666122,0,0,0,0,-1,0,-1,6,-6,6,-6,6,-6,8,3,3,2
tum7)Pu,0,0,-1,0,0,-1,-2,9.714245517666122,Ptumu7),-9.714245517666122,0,0,1,0,0,1,2,3,-3,3,-3,3,-3,8,5,1,2
t1'UpfH,0,0,-1,0,0,-1,-2,10.714245517666122,UHtpf1',-10.714245517666122,0,0,1,0,0,1,2,3,-3,3,-3,3,-3,8,5,1,2
s6g[(N2,0,0,-1,0,1,0,0,10.714245517666122,Nsg62[(,-10.714245517666122,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,8,3,2,3
"r5,0&oC",0,0,-2,1,0,1,0,10.714245517666122,"Cro50,&",-10.714245517666122,0,0,2,-1,0,-1,0,3,-3,3,-3,3,-3,8,3,2,3
"q,o4WX^",0,0,-1,0,1,0,0,10.714245517666122,"WXqo4,^",-10.714245517666122,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,8,4,1,3
oi{5nAv,0,0,-1,1,0,0,0,9.714245517666122,Aoinv5{,-9.714245517666122,0,0,1,-1,0,0,0,3,-3,3,-3,3,-3,8,5,1,2
o01'GK@,0,0,-1,0,0,1,0,10.714245517666122,GKo01'@,-10.714245517666122,0,0,1,0,0,-1,0,3,-3,3,-3,3,-3,8,3,2,3
n8\uXK3,0,0,-1,0,0,0,-1,11.299208018387276,XKnu83\,-11.299208018387276,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,8,4,2,2
n5[7weF,0,0,-1,1,0,0,0,10.714245517666122,Fnwe57[,-10.714245517666122,0,0,1,-1,0,0,0,3,-3,3,-3,3,-3,8,4,2,2
l2|1Pm7,0,0,-1,0,1,0,0,10.714245517666122,Plm217|,-10.714245517666122,0,0,1,0,-1,0,0,3,-3,3,-3,3,-3,8,3,3,2
i~c7+vW,0,0,-2,1,0,1,0,10.129283016944967,Wicv7~+,-10.129283016944967,0,0,2,-1,0,-1,0,6,-6,6,-6,6,-6,8,4,1,3
fv0:=RL,0,0,-1,0,0,0,-1,10.714245517666122,RLfv0:=,-10.714245517666122,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,8,4,1,3
fm0j>3T,0,0,-1,0,1,0,0,10.714245517666122,Tfmj03>,-10.714245517666122,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,8,4,2,2
e5;m>4V,0,0,-2,0,0,1,-1,10.714245517666122,Vem54;>,-10.714245517666122,0,0,2,0,0,-1,1,6,-6,6,-6,6,-6,8,3,2,3
c<7[FYX,0,0,-2,0,0,0,-2,10.129283016944967,FYXc7<[,-10.129283016944967,0,0,2,0,0,0,2,3,-3,3,-3,3,-3,8,4,1,3
b08'_Pl,0,0,-1,0,0,0,-1,10.714245517666122,Pbl08'_,-10.714245517666122,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,8,3,2,3
b|2T0J0,0,0,-1,-1,1,0,-1,10.714245517666122,TJb200|,-10.714245517666122,0,0,1,1,-1,0,1,6,-6,6,-6,6,-6,8,3,3,2
b$a8j;T,0,0,-1,0,1,1,1,10.129283016944967,Tbaj8$;,-10.129283016944967,0,0,1,0,-1,-1,-1,9,-9,9,-9,9,-9,8,4,1,3
8v?-QA3,0,0,-2,0,0,1,-1,10.714245517666122,QAv83?-,-10.714245517666122,0,0,2,0,0,-1,1,6,-6,6,-6,6,-6,8,3,2,3
8p7@OD>,0,0,-1,0,1,0,0,10.714245517666122,ODp87@>,-10.714245517666122,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,8,3,2,3
8c{W0Lf,0,0,-1,-1,1,0,-1,11.299208018387276,WLcf80{,-11.299208018387276,0,0,1,1,-1,0,1,9,-9,9,-9,9,-9,8,4,2,2
8?fq[AM,0,0,-2,0,0,0,-2,10.714245517666122,AMfq8?[,-10.714245517666122,0,0,2,0,0,0,2,6,-6,6,-6,6,-6,8,4,1,3
67c>L7T,0,0,-1,-1,1,0,-1,10.714245517666122,LTc677>,-10.714245517666122,0,0,1,1,-1,0,1,9,-9,9,-9,9,-9,8,3,3,2
6{yxOcg,0,0,-1,1,0,0,0,9.714245517666122,Oyxcg6{,-9.714245517666122,0,0,1,-1,0,0,0,3,-3,3,-3,3,-3,8,5,1,2
6[h=wKx,0,0,-2,1,0,0,-1,10.129283016944967,Khwx6[=,-10.129283016944967,0,0,2,-1,0,0,1,6,-6,6,-6,6,-6,8,4,1,3
6%m7ER&,0,0,-1,0,1,0,0,10.714245517666122,ERm67%&,-10.714245517666122,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,8,3,2,3
5?nkWW+,0,0,-1,0,0,0,-1,10.714245517666122,WWnk5?+,-10.714245517666122,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,8,4,1,3
5%kw0[B,0,0,-1,0,0,0,-1,10.714245517666122,Bkw50%[,-10.714245517666122,0,0,1,0,0,0,1,6,-6,6,-6,6,-6,8,3,2,3
3c0{tOU,0,0,-1,0,1,0,0,11.299208018387276,OUct30{,-11.299208018387276,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,8,4,2,2
3c]3P6j,0,0,-1,0,1,0,0,10.714245517666122,Pcj336],-10.714245517666122,0,0,1,0,-1,0,0,9,-9,9,-9,9,-9,8,3,3,2
25h)44K,0,0,-1,0,0,0,-1,9.714245517666122,Kh2544),-9.714245517666122,0,0,1,0,0,0,1,6,-6,6,-6,6,-6,8,2,4,2
1bv:kbI,0,0,-1,1,0,0,0,9.714245517666122,Ibvkb1:,-9.714245517666122,0,0,1,-1,0,0,0,6,-6,6,-6,6,-6,8,5,1,2
11q0/wC,0,0,-1,1,1,0,1,10.714245517666122,Cqw110/,-10.714245517666122,0,0,1,-1,-1,0,-1,6,-6,6,-6,6,-6,8,3,3,2
0l(!2BI,0,0,-2,0,0,0,-2,10.714245517666122,BIl02(!,-10.714245517666122,0,0,2,0,0,0,2,6,-6,6,-6,6,-6,8,3,2,3
0@l.QtD,0,0,-2,0,0,0,-2,10.714245517666122,QDlt0@.,-10.714245517666122,0,0,2,0,0,0,2,6,-6,6,-6,6,-6,8,4,1,3
0!i3a<R,0,0,-1,0,1,1,1,10.714245517666122,Ria03!<,-10.714245517666122,0,0,1,0,-1,-1,-1,9,-9,9,-9,9,-9,8,3,2,3
0!co0I?,0,0,-1,0,1,0,0,10.714245517666122,Ico00!?,-10.714245517666122,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,8,3,2,3
~j4tyFG,1,0,0,0,1,0,2,10.714245517666122,FGjty4~,-10.714245517666122,-1,0,0,0,-1,0,-2,6,-6,6,-6,6,-6,8,5,1,2
_4@cOT7,1,-1,-1,0,0,0,-1,10.714245517666122,OTc47_@,-10.714245517666122,-1,1,1,0,0,0,1,3,-3,3,-3,3,-3,8,3,2,3
:g1`R0M,1,-1,-2,-1,1,0,-2,10.714245517666122,RMg10:`,-10.714245517666122,-1,1,2,1,-1,0,2,9,-9,9,-9,9,-9,8,3,2,3
/ua5gS(,1,-1,0,1,1,1,3,10.129283016944967,Suag5/(,-10.129283016944967,-1,1,0,-1,-1,-1,-3,6,-6,6,-6,6,-6,8,4,1,3
/3d&pK3,1,-1,-2,1,0,0,-1,10.714245517666122,Kdp33/&,-10.714245517666122,-1,1,2,-1,0,0,1,6,-6,6,-6,6,-6,8,3,2,3
.h]26R5,1,-1,-1,0,1,0,0,10.129283016944967,Rh265.],-10.129283016944967,-1,1,1,0,-1,0,0,6,-6,6,-6,6,-6,8,2,3,3
*4cebN>,1,-1,0,1,0,0,1,10.129283016944967,Nceb4*>,-10.129283016944967,-1,1,0,-1,0,0,-1,3,-3,3,-3,3,-3,8,4,1,3
)w^87GS,1,-1,-1,0,0,0,-1,10.714245517666122,GSw87)^,-10.714245517666122,-1,1,1,0,0,0,1,6,-6,6,-6,6,-6,8,3,2,3
&j8[45C,1,-1,-2,0,0,0,-2,10.129283016944967,Cj845&[,-10.129283016944967,-1,1,2,0,0,0,2,6,-6,6,-6,6,-6,8,2,3,3
&}xa8D3,1,-1,-1,0,1,0,0,10.714245517666122,Dxa83&},-10.714245517666122,-1,1,1,0,-1,0,0,6,-6,6,-6,6,-6,8,3,2,3
x?s3l3bF,0,0,-1,1,1,0,1,11.884170519108437,Fxslb33?,-11.884170519108437,0,0,1,-1,-1,0,-1,9,-9,9,-9,9,-9,9,5,2,2
v3.@Y3Eg,0,0,-1,-1,1,0,-1,12.884170519108437,YEvg33.@,-12.884170519108437,0,0,1,1,-1,0,1,6,-6,6,-6,6,-6,9,4,2,3
v2(o3)YX,0,0,-2,0,0,0,-2,12.884170519108437,YXvo23(),-12.884170519108437,0,0,2,0,0,0,2,6,-6,6,-6,6,-6,9,4,2,3
ua7t?C2#,0,0,-1,0,1,1,1,12.299208018387276,Cuat72?#,-12.299208018387276,0,0,1,0,-1,-1,-1,6,-6,6,-6,6,-6,9,4,2,3
u07'H8%0,0,0,-1,0,0,1,0,11.299208018387276,Hu0780'%,-11.299208018387276,0,0,1,0,0,-1,0,3,-3,3,-3,3,-3,9,2,4,3
u]g7|5vW,0,0,-2,1,0,1,0,12.299208018387276,Wugv75]|,-12.299208018387276,0,0,2,-1,0,-1,0,6,-6,6,-6,6,-6,9,4,2,3
t'n0Iy]1,0,0,-1,0,1,0,0,12.299208018387276,Itny01'],-12.299208018387276,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,9,4,2,3
r8?p58!O,0,0,-1,0,0,1,0,12.299208018387276,Orp858?!,-12.299208018387276,0,0,1,0,0,-1,0,6,-6,6,-6,6,-6,9,3,3,3
q30}48C1,0,0,-1,0,1,0,0,10.562242424221068,Cq30481},-10.562242424221068,0,0,1,0,-1,0,0,3,-3,3,-3,3,-3,9,2,5,2
p^'7hkDC,0,0,-1,0,0,0,-1,12.299208018387276,DCphk7^',-12.299208018387276,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,9,5,1,3
o]a2luCN,0,0,-1,0,1,0,0,11.884170519108437,CNoalu2],-11.884170519108437,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,9,6,1,2
m3)61fHw,0,0,-2,1,0,1,0,12.299208018387276,Hmfw361),-12.299208018387276,0,0,2,-1,0,-1,0,3,-3,3,-3,3,-3,9,4,3,2
li7-017B,0,0,-1,0,0,0,-1,11.884170519108437,Bli7017-,-11.884170519108437,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,9,3,4,2
l281(28C,0,0,-2,0,0,0,-2,10.562242424221068,Cl28128(,-10.562242424221068,0,0,2,0,0,0,2,3,-3,3,-3,3,-3,9,2,5,2
k\6\rXqJ,0,0,-1,0,0,0,-1,12.299208018387276,XJkrq6\\,-12.299208018387276,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,9,5,1,3
j2[4Hd?b,0,0,-1,0,0,0,-1,12.299208018387276,Hjdb24[?,-12.299208018387276,0,0,1,0,0,0,1,6,-6,6,-6,6,-6,9,4,2,3
j;4437W),0,0,0,0,0,0,0,11.299208018387276,Wj4437;),-11.299208018387276,0,0,0,0,0,0,0,3,-3,3,-3,3,-3,9,2,4,3
hj7@UL@S,0,0,-1,0,0,0,-1,12.299208018387276,ULShj7@@,-12.299208018387276,0,0,1,0,0,0,1,6,-6,6,-6,6,-6,9,5,1,3
h5w#pYM.,0,0,0,0,1,0,1,12.299208018387276,YMhwp5#.,-12.299208018387276,0,0,0,0,-1,0,-1,6,-6,6,-6,6,-6,9,5,1,3
g]5$3O1B,0,0,-1,-1,1,1,0,12.299208018387276,OBg531]$,-12.299208018387276,0,0,1,1,-1,-1,0,6,-6,6,-6,6,-6,9,3,3,3
f72>7]7K,0,0,-1,0,0,0,-1,11.299208018387276,Kf7277>],-11.299208018387276,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,9,2,4,3
f4l%CU/Q,0,0,-1,0,1,0,0,12.299208018387276,CUQfl4%/,-12.299208018387276,0,0,1,0,-1,0,0,9,-9,9,-9,9,-9,9,5,1,3
d6!\NJlB,0,0,-1,0,0,0,-1,12.299208018387276,NJBdl6!\,-12.299208018387276,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,9,5,1,3
d2_OsTN2,0,0,-2,0,0,0,-2,12.884170519108437,OTNds22_,-12.884170519108437,0,0,2,0,0,0,2,3,-3,3,-3,3,-3,9,5,2,2
c>1e8DFk,0,0,-1,0,1,1,1,12.884170519108437,DFcek18>,-12.884170519108437,0,0,1,0,-1,-1,-1,6,-6,6,-6,6,-6,9,5,2,2
b{08t/Ay,0,0,-1,0,0,0,-1,12.299208018387276,Abty08{/,-12.299208018387276,0,0,1,0,0,0,1,6,-6,6,-6,6,-6,9,4,2,3
8v^g6q1K,0,0,-2,0,1,0,-1,12.299208018387276,Kvgq861^,-12.299208018387276,0,0,2,0,-1,0,1,12,-12,12,-12,12,-12,9,4,3,2
8q-1;N1E,0,0,-2,-1,1,1,-1,12.299208018387276,NEq811-;,-12.299208018387276,0,0,2,1,-1,-1,1,9,-9,9,-9,9,-9,9,3,3,3
8l0+jY6M,0,0,-1,0,2,0,1,12.884170519108437,YMlj806+,-12.884170519108437,0,0,1,0,-2,0,-1,9,-9,9,-9,9,-9,9,4,3,2
8g-2hnCM,0,0,-2,0,0,0,-2,12.884170519108437,CMghn82-,-12.884170519108437,0,0,2,0,0,0,2,6,-6,6,-6,6,-6,9,5,2,2
82t.nX\Y,0,0,-1,0,0,1,0,12.884170519108437,XYtn82.\,-12.884170519108437,0,0,1,0,0,-1,0,9,-9,9,-9,9,-9,9,4,2,3
8>o|Y6vj,0,0,-1,0,1,1,1,12.299208018387276,Yovj86>|,-12.299208018387276,0,0,1,0,-1,-1,-1,9,-9,9,-9,9,-9,9,4,2,3
7x5*s{F8,0,0,-1,0,1,0,0,12.299208018387276,Fxs758*{,-12.299208018387276,0,0,1,0,-1,0,0,9,-9,9,-9,9,-9,9,3,3,3
7o/5tjQW,0,0,-2,0,0,1,-1,12.884170519108437,QWotj75/,-12.884170519108437,0,0,2,0,0,-1,1,6,-6,6,-6,6,-6,9,5,2,2
61y^4Ycy,0,0,-1,0,0,1,0,12.299208018387276,Yycy614^,-12.299208018387276,0,0,1,0,0,-1,0,6,-6,6,-6,6,-6,9,4,3,2
5n%p8n[U,0,0,-1,0,1,1,1,12.299208018387276,Unpn58%[,-12.299208018387276,0,0,1,0,-1,-1,-1,12,-12,12,-12,12,-12,9,4,2,3
5-b4%M5x,0,0,-2,0,1,0,-1,12.299208018387276,Mbx545-%,-12.299208018387276,0,0,2,0,-1,0,1,9,-9,9,-9,9,-9,9,3,3,3
4ya6b~rK,0,0,-1,1,1,0,1,11.884170519108437,Kyabr46~,-11.884170519108437,0,0,1,-1,-1,0,-1,9,-9,9,-9,9,-9,9,5,2,2
"4u{sNi,Q",0,0,-1,0,0,0,-1,12.299208018387276,"NQusi4{,",-12.299208018387276,0,0,1,0,0,0,1,9,-9,9,-9,9,-9,9,5,1,3
4f@5>4cO,0,0,-2,1,0,1,0,12.299208018387276,Ofc454@>,-12.299208018387276,0,0,2,-1,0,-1,0,6,-6,6,-6,6,-6,9,3,3,3
4*1cP/Vn,0,0,-1,0,0,0,-1,12.884170519108437,PVcn41*/,-12.884170519108437,0,0,1,0,0,0,1,6,-6,6,-6,6,-6,9,4,2,3
3d2'W{CK,0,0,-1,0,1,0,0,12.299208018387276,WCKd32'{,-12.299208018387276,0,0,1,0,-1,0,0,9,-9,9,-9,9,-9,9,4,2,3
3`e:C8va,0,0,-1,0,1,0,0,12.299208018387276,Ceva38`:,-12.299208018387276,0,0,1,0,-1,0,0,9,-9,9,-9,9,-9,9,4,2,3
25epl\MJ,0,0,-1,0,0,0,-1,12.884170519108437,MJepl25\,-12.884170519108437,0,0,1,0,0,0,1,6,-6,6,-6,6,-6,9,5,2,2
1w-702Pf,0,0,-2,0,0,0,-2,11.884170519108437,Pwf1702-,-11.884170519108437,0,0,2,0,0,0,2,6,-6,6,-6,6,-6,9,3,4,2
1tp^%aH4,0,0,-1,1,0,1,1,12.299208018387276,Htpa14^%,-12.299208018387276,0,0,1,-1,0,-1,-1,6,-6,6,-6,6,-6,9,4,2,3
1k!{4U3s,0,0,-1,0,1,1,1,12.299208018387276,Uks143!{,-12.299208018387276,0,0,1,0,-1,-1,-1,9,-9,9,-9,9,-9,9,3,3,3
1il3^WC[,0,0,-1,0,1,0,0,12.884170519108437,WCil13^[,-12.884170519108437,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,9,4,2,3
10g#B0}7,0,0,-1,0,0,0,-1,11.299208018387276,Bg1007#},-11.299208018387276,0,0,1,0,0,0,1,6,-6,6,-6,6,-6,9,2,4,3
1)f~I73m,0,0,-1,0,1,1,1,12.299208018387276,Ifm173)~,-12.299208018387276,0,0,1,0,-1,-1,-1,9,-9,9,-9,9,-9,9,3,3,3
<e8:70MV,1,-1,-1,0,0,1,0,12.299208018387276,MVe870<:,-12.299208018387276,-1,1,1,0,0,-1,0,6,-6,6,-6,6,-6,9,3,3,3
+p06Y7aC,1,0,-1,0,1,1,2,12.884170519108437,YCpa067+,-12.884170519108437,-1,0,1,0,-1,-1,-2,9,-9,9,-9,9,-9,9,4,3,2
~w8}BykH,1,-1,-1,0,0,0,-1,12.299208018387276,BHwyk8~},-12.299208018387276,-1,1,1,0,0,0,1,6,-6,6,-6,6,-6,9,5,1,3
_m08lhW*,1,-1,0,1,1,0,2,12.299208018387276,Wmlh08_*,-12.299208018387276,-1,1,0,-1,-1,0,-2,6,-6,6,-6,6,-6,9,4,2,3
_0rgd%Db,1,-1,-1,0,0,0,-1,11.299208018387276,Drgdb0_%,-11.299208018387276,-1,1,1,0,0,0,1,6,-6,6,-6,6,-6,9,5,1,3
^i|k14FK,1,-1,-1,0,1,1,1,12.884170519108437,FKik14^|,-12.884170519108437,-1,1,1,0,-1,-1,-1,9,-9,9,-9,9,-9,9,4,2,3
]a5xV6EM,1,0,-1,0,1,0,1,12.884170519108437,VEMax56],-12.884170519108437,-1,0,1,0,-1,0,-1,9,-9,9,-9,9,-9,9,5,2,2
]4t8c4Oj,1,0,-1,0,1,1,2,12.299208018387276,Otcj484],-12.299208018387276,-1,0,1,0,-1,-1,-2,9,-9,9,-9,9,-9,9,4,3,2
[r_800DS,1,-1,-1,0,0,0,-1,12.299208018387276,DSr800[_,-12.299208018387276,-1,1,1,0,0,0,1,6,-6,6,-6,6,-6,9,3,3,3
"?1tx7,GB",1,-1,-1,0,1,0,0,12.884170519108437,"GBtx17?,",-12.884170519108437,-1,1,1,0,-1,0,0,6,-6,6,-6,6,-6,9,4,2,3
";3,3lccO",1,-1,-1,1,0,1,1,12.299208018387276,"Olcc33;,",-12.299208018387276,-1,1,1,-1,0,-1,-1,3,-3,3,-3,3,-3,9,4,2,3
/yf:6sIP,1,-1,-1,0,0,-1,-2,12.299208018387276,IPyfs6/:,-12.299208018387276,-1,1,1,0,0,1,2,6,-6,6,-6,6,-6,9,5,1,3
.f#237Qr,1,-1,-1,0,0,0,-1,12.299208018387276,Qfr237.#,-12.299208018387276,-1,1,1,0,0,0,1,6,-6,6,-6,6,-6,9,3,3,3
)wq460'B,1,-1,0,0,0,0,0,12.299208018387276,Bwq460)',-12.299208018387276,-1,1,0,0,0,0,0,6,-6,6,-6,6,-6,9,3,3,3
#i16WM)8,1,-1,0,0,1,1,2,12.299208018387276,WMi168#),-12.299208018387276,-1,1,0,0,-1,-1,-2,6,-6,6,-6,6,-6,9,3,3,3
y1f]-ywQB,0,0,-1,0,1,0,0,13.621136113274645,QByfyw1]-,-13.621136113274645,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,10,6,1,3
x>62hiWI4,0,0,-1,0,1,0,0,14.621136113274645,WIxhi624>,-14.621136113274645,0,0,1,0,-1,0,0,3,-3,3,-3,3,-3,10,5,3,2
wkx1#bEJL,0,0,-1,0,0,-1,-2,13.621136113274645,EJLwkxb1#,-13.621136113274645,0,0,1,0,0,1,2,3,-3,3,-3,3,-3,10,7,1,2
w.3-kOfTD,0,0,-2,0,0,0,-2,14.036173612553483,OTDwkf3.-,-14.036173612553483,0,0,2,0,0,0,2,3,-3,3,-3,3,-3,10,6,1,3
t6/6Gw881,0,0,-1,0,1,0,0,12.884170519108437,Gtw66881/,-12.884170519108437,0,0,1,0,-1,0,0,3,-3,3,-3,3,-3,10,3,5,2
s37?6cWAP,0,0,-1,0,0,0,-1,14.621136113274645,WAPsc376?,-14.621136113274645,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,10,5,3,2
r06}3R2m:,0,0,-1,0,1,0,0,13.621136113274645,Rrm0632}:,-13.621136113274645,0,0,1,0,-1,0,0,6,-6,6,-6,6,-6,10,3,4,3
qu1>~5SCB,0,0,-1,0,0,0,-1,14.621136113274645,SCBqu15>~,-14.621136113274645,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,10,5,2,3
q2^%i1Ho8,0,0,-2,0,1,-1,-2,14.036173612553483,Hqio218^%,-14.036173612553483,0,0,2,0,-1,1,2,6,-6,6,-6,6,-6,10,4,3,3
q0'e88)3E,0,0,-2,0,0,0,-2,13.621136113274645,Eqe0883'),-13.621136113274645,0,0,2,0,0,0,2,6,-6,6,-6,6,-6,10,3,4,3
pag[p61mX,0,0,-1,1,1,0,1,12.884170519108437,Xpagpm61[,-12.884170519108437,0,0,1,-1,-1,0,-1,6,-6,6,-6,6,-6,10,6,2,2
p0h]lY/5b,0,0,-2,1,1,0,0,13.621136113274645,Yphlb05]/,-13.621136113274645,0,0,2,-1,-1,0,0,9,-9,9,-9,9,-9,10,5,2,3
