originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
+u4Aj^,1,0,0,0,1,0,2,7.491853096329674,Auj4+^,-7.491853096329674,-1,0,0,0,-1,0,-2,6,-6,6,-6,6,-6,6,3,1,2
/t0[2B,1,0,-1,0,0,0,0,7.491853096329674,Bt02/[,-7.491853096329674,-1,0,1,0,0,0,0,4,-4,4,-4,4,-4,6,2,2,2
)7f0(O,1,0,0,0,1,1,3,7.491853096329674,Of70)(,-7.491853096329674,-1,0,0,0,-1,-1,-3,4,-4,4,-4,4,-4,6,2,2,2
%6iCR5,1,0,-1,0,1,1,2,7.491853096329674,CRi65%,-7.491853096329674,-1,0,1,0,-1,-1,-2,3,-3,3,-3,3,-3,6,3,2,1
!g3Fy\,1,0,0,0,1,0,2,7.491853096329674,Fgy3!\,-7.491853096329674,-1,0,0,0,-1,0,-2,6,-6,6,-6,6,-6,6,3,1,2
y7]Nw&v,0,1,-2,0,0,1,0,8.714245517666122,Nywv7]&,-8.714245517666122,0,-1,2,0,0,-1,0,4,-4,4,-4,4,-4,7,4,1,2
y;7)12I,0,1,-2,0,0,1,0,8.714245517666122,Iy712;),-8.714245517666122,0,-1,2,0,0,-1,0,1,-1,1,-1,1,-1,7,2,3,2
v3/Sj[j,0,1,-2,0,0,0,-1,8.714245517666122,Svjj3/[,-8.714245517666122,0,-1,2,0,0,0,1,4,-4,4,-4,4,-4,7,4,1,2
v0/kR]F,0,1,-2,0,0,0,-1,9.299208018387276,RFvk0/],-9.299208018387276,0,-1,2,0,0,0,1,4,-4,4,-4,4,-4,7,4,1,2
u7c73?I,0,0,0,0,1,0,1,8.714245517666122,Iuc773?,-8.714245517666122,0,0,0,0,-1,0,-1,4,-4,4,-4,4,-4,7,3,3,1
tum7)Pu,0,0,-1,0,0,-1,-2,7.7142455176661215,Ptumu7),-7.7142455176661215,0,0,1,0,0,1,2,1,-1,1,-1,1,-1,7,5,1,1
t1'UpfH,0,0,-1,0,0,-1,-2,8.714245517666122,UHtpf1',-8.714245517666122,0,0,1,0,0,1,2,1,-1,1,-1,1,-1,7,5,1,1
s6g[(N2,0,1,-1,0,1,0,1,9.299208018387276,Nsg62[(,-9.299208018387276,0,-1,1,0,-1,0,-1,6,-6,6,-6,6,-6,7,3,2,2
"r5,0&oC",0,1,-2,1,0,1,1,9.299208018387276,"Cro50,&",-9.299208018387276,0,-1,2,-1,0,-1,-1,1,-1,1,-1,1,-1,7,3,2,2
"q,o4WX^",0,1,-1,0,1,0,1,9.299208018387276,"WXqo4,^",-9.299208018387276,0,-1,1,0,-1,0,-1,6,-6,6,-6,6,-6,7,4,1,2
oi{5nAv,0,0,-1,1,0,0,0,7.7142455176661215,Aoinv5{,-7.7142455176661215,0,0,1,-1,0,0,0,1,-1,1,-1,1,-1,7,5,1,1
o01'GK@,0,1,-1,0,0,1,1,9.299208018387276,GKo01'@,-9.299208018387276,0,-1,1,0,0,-1,-1,3,-3,3,-3,3,-3,7,3,2,2
n8\uXK3,0,0,-1,0,0,0,-1,9.299208018387276,XKnu83\,-9.299208018387276,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,7,4,2,1
n5[7weF,0,0,-1,1,0,0,0,8.714245517666122,Fnwe57[,-8.714245517666122,0,0,1,-1,0,0,0,1,-1,1,-1,1,-1,7,4,2,1
l2|1Pm7,0,0,-1,0,1,0,0,8.714245517666122,Plm217|,-8.714245517666122,0,0,1,0,-1,0,0,3,-3,3,-3,3,-3,7,3,3,1
i~c7+vW,0,1,-2,1,0,1,1,8.714245517666122,Wicv7~+,-8.714245517666122,0,-1,2,-1,0,-1,-1,4,-4,4,-4,4,-4,7,4,1,2
fv0:=RL,0,1,-1,0,0,0,0,9.299208018387276,RLfv0:=,-9.299208018387276,0,-1,1,0,0,0,0,1,-1,1,-1,1,-1,7,4,1,2
fm0j>3T,0,0,-1,0,1,0,0,8.714245517666122,Tfmj03>,-8.714245517666122,0,0,1,0,-1,0,0,4,-4,4,-4,4,-4,7,4,2,1
e5;m>4V,0,1,-2,0,0,1,0,9.299208018387276,Vem54;>,-9.299208018387276,0,-1,2,0,0,-1,0,4,-4,4,-4,4,-4,7,3,2,2
c<7[FYX,0,1,-2,0,0,0,-1,8.714245517666122,FYXc7<[,-8.714245517666122,0,-1,2,0,0,0,1,1,-1,1,-1,1,-1,7,4,1,2
b08'_Pl,0,1,-1,0,0,0,0,9.299208018387276,Pbl08'_,-9.299208018387276,0,-1,1,0,0,0,0,1,-1,1,-1,1,-1,7,3,2,2
b|2T0J0,0,0,-1,-1,1,0,-1,8.714245517666122,TJb200|,-8.714245517666122,0,0,1,1,-1,0,1,6,-6,6,-6,6,-6,7,3,3,1
b$a8j;T,0,1,-1,0,1,1,2,8.714245517666122,Tbaj8$;,-8.714245517666122,0,-1,1,0,-1,-1,-2,7,-7,7,-7,7,-7,7,4,1,2
8v?-QA3,0,1,-2,0,0,1,0,9.299208018387276,QAv83?-,-9.299208018387276,0,-1,2,0,0,-1,0,6,-6,6,-6,6,-6,7,3,2,2
8p7@OD>,0,1,-1,0,1,0,1,9.299208018387276,ODp87@>,-9.299208018387276,0,-1,1,0,-1,0,-1,6,-6,6,-6,6,-6,7,3,2,2
8c{W0Lf,0,0,-1,-1,1,0,-1,9.299208018387276,WLcf80{,-9.299208018387276,0,0,1,1,-1,0,1,7,-7,7,-7,7,-7,7,4,2,1
8?fq[AM,0,1,-2,0,0,0,-1,9.299208018387276,AMfq8?[,-9.299208018387276,0,-1,2,0,0,0,1,4,-4,4,-4,4,-4,7,4,1,2
67c>L7T,0,0,-1,-1,1,0,-1,8.714245517666122,LTc677>,-8.714245517666122,0,0,1,1,-1,0,1,7,-7,7,-7,7,-7,7,3,3,1
6{yxOcg,0,0,-1,1,0,0,0,7.7142455176661215,Oyxcg6{,-7.7142455176661215,0,0,1,-1,0,0,0,1,-1,1,-1,1,-1,7,5,1,1
6[h=wKx,0,1,-2,1,0,0,0,8.714245517666122,Khwx6[=,-8.714245517666122,0,-1,2,-1,0,0,0,4,-4,4,-4,4,-4,7,4,1,2
6%m7ER&,0,1,-1,0,1,0,1,9.299208018387276,ERm67%&,-9.299208018387276,0,-1,1,0,-1,0,-1,6,-6,6,-6,6,-6,7,3,2,2
5?nkWW+,0,1,-1,0,0,0,0,9.299208018387276,WWnk5?+,-9.299208018387276,0,-1,1,0,0,0,0,3,-3,3,-3,3,-3,7,4,1,2
5%kw0[B,0,1,-1,0,0,0,0,9.299208018387276,Bkw50%[,-9.299208018387276,0,-1,1,0,0,0,0,4,-4,4,-4,4,-4,7,3,2,2
3c0{tOU,0,0,-1,0,1,0,0,9.299208018387276,OUct30{,-9.299208018387276,0,0,1,0,-1,0,0,4,-4,4,-4,4,-4,7,4,2,1
3c]3P6j,0,0,-1,0,1,0,0,8.714245517666122,Pcj336],-8.714245517666122,0,0,1,0,-1,0,0,7,-7,7,-7,7,-7,7,3,3,1
25h)44K,0,0,-1,0,0,0,-1,7.7142455176661215,Kh2544),-7.7142455176661215,0,0,1,0,0,0,1,4,-4,4,-4,4,-4,7,2,4,1
1bv:kbI,0,0,-1,1,0,0,0,7.7142455176661215,Ibvkb1:,-7.7142455176661215,0,0,1,-1,0,0,0,4,-4,4,-4,4,-4,7,5,1,1
11q0/wC,0,0,-1,1,1,0,1,8.714245517666122,Cqw110/,-8.714245517666122,0,0,1,-1,-1,0,-1,4,-4,4,-4,4,-4,7,3,3,1
0l(!2BI,0,1,-2,0,0,0,-1,9.299208018387276,BIl02(!,-9.299208018387276,0,-1,2,0,0,0,1,4,-4,4,-4,4,-4,7,3,2,2
0@l.QtD,0,1,-2,0,0,0,-1,9.299208018387276,QDlt0@.,-9.299208018387276,0,-1,2,0,0,0,1,4,-4,4,-4,4,-4,7,4,1,2
0!i3a<R,0,1,-1,0,1,1,2,9.299208018387276,Ria03!<,-9.299208018387276,0,-1,1,0,-1,-1,-2,7,-7,7,-7,7,-7,7,3,2,2
0!co0I?,0,1,-1,0,1,0,1,9.299208018387276,Ico00!?,-9.299208018387276,0,-1,1,0,-1,0,-1,6,-6,6,-6,6,-6,7,3,2,2
~j4tyFG,1,0,0,0,1,0,2,8.714245517666122,FGjty4~,-8.714245517666122,-1,0,0,0,-1,0,-2,4,-4,4,-4,4,-4,7,5,1,1
_4@cOT7,1,0,-1,0,0,0,0,9.299208018387276,OTc47_@,-9.299208018387276,-1,0,1,0,0,0,0,3,-3,3,-3,3,-3,7,3,2,2
:g1`R0M,1,0,-2,-1,1,0,-1,9.299208018387276,RMg10:`,-9.299208018387276,-1,0,2,1,-1,0,1,7,-7,7,-7,7,-7,7,3,2,2
/ua5gS(,1,0,0,1,1,1,4,8.714245517666122,Suag5/(,-8.714245517666122,-1,0,0,-1,-1,-1,-4,6,-6,6,-6,6,-6,7,4,1,2
/3d&pK3,1,0,-2,1,0,0,0,9.299208018387276,Kdp33/&,-9.299208018387276,-1,0,2,-1,0,0,0,6,-6,6,-6,6,-6,7,3,2,2
.h]26R5,1,0,-1,0,1,0,1,8.714245517666122,Rh265.],-8.714245517666122,-1,0,1,0,-1,0,-1,6,-6,6,-6,6,-6,7,2,3,2
*4cebN>,1,0,0,1,0,0,2,8.714245517666122,Nceb4*>,-8.714245517666122,-1,0,0,-1,0,0,-2,3,-3,3,-3,3,-3,7,4,1,2
)w^87GS,1,0,-1,0,0,0,0,9.299208018387276,GSw87)^,-9.299208018387276,-1,0,1,0,0,0,0,4,-4,4,-4,4,-4,7,3,2,2
&j8[45C,1,0,-2,0,0,0,-1,8.714245517666122,Cj845&[,-8.714245517666122,-1,0,2,0,0,0,1,4,-4,4,-4,4,-4,7,2,3,2
&}xa8D3,1,0,-1,0,1,0,1,9.299208018387276,Dxa83&},-9.299208018387276,-1,0,1,0,-1,0,-1,6,-6,6,-6,6,-6,7,3,2,2
x?s3l3bF,0,0,-1,1,1,0,1,9.714245517666122,Fxslb33?,-9.714245517666122,0,0,1,-1,-1,0,-1,7,-7,7,-7,7,-7,8,5,2,1
v3.@Y3Eg,0,1,-1,-1,1,0,0,11.299208018387276,YEvg33.@,-11.299208018387276,0,-1,1,1,-1,0,0,4,-4,4,-4,4,-4,8,4,2,2
v2(o3)YX,0,1,-2,0,0,0,-1,11.299208018387276,YXvo23(),-11.299208018387276,0,-1,2,0,0,0,1,4,-4,4,-4,4,-4,8,4,2,2
ua7t?C2#,0,1,-1,0,1,1,2,10.714245517666122,Cuat72?#,-10.714245517666122,0,-1,1,0,-1,-1,-2,6,-6,6,-6,6,-6,8,4,2,2
u07'H8%0,0,1,-1,0,0,1,1,9.714245517666122,Hu0780'%,-9.714245517666122,0,-1,1,0,0,-1,-1,3,-3,3,-3,3,-3,8,2,4,2
u]g7|5vW,0,1,-2,1,0,1,1,10.714245517666122,Wugv75]|,-10.714245517666122,0,-1,2,-1,0,-1,-1,4,-4,4,-4,4,-4,8,4,2,2
t'n0Iy]1,0,1,-1,0,1,0,1,10.714245517666122,Itny01'],-10.714245517666122,0,-1,1,0,-1,0,-1,6,-6,6,-6,6,-6,8,4,2,2
r8?p58!O,0,1,-1,0,0,1,1,10.714245517666122,Orp858?!,-10.714245517666122,0,-1,1,0,0,-1,-1,4,-4,4,-4,4,-4,8,3,3,2
q30}48C1,0,0,-1,0,1,0,0,8.39231742277876,Cq30481},-8.39231742277876,0,0,1,0,-1,0,0,3,-3,3,-3,3,-3,8,2,5,1
p^'7hkDC,0,1,-1,0,0,0,0,10.714245517666122,DCphk7^',-10.714245517666122,0,-1,1,0,0,0,0,1,-1,1,-1,1,-1,8,5,1,2
o]a2luCN,0,0,-1,0,1,0,0,9.714245517666122,CNoalu2],-9.714245517666122,0,0,1,0,-1,0,0,4,-4,4,-4,4,-4,8,6,1,1
m3)61fHw,0,0,-2,1,0,1,0,10.129283016944967,Hmfw361),-10.129283016944967,0,0,2,-1,0,-1,0,1,-1,1,-1,1,-1,8,4,3,1
li7-017B,0,0,-1,0,0,0,-1,9.714245517666122,Bli7017-,-9.714245517666122,0,0,1,0,0,0,1,1,-1,1,-1,1,-1,8,3,4,1
l281(28C,0,0,-2,0,0,0,-2,8.39231742277876,Cl28128(,-8.39231742277876,0,0,2,0,0,0,2,1,-1,1,-1,1,-1,8,2,5,1
k\6\rXqJ,0,1,-1,0,0,0,0,10.714245517666122,XJkrq6\\,-10.714245517666122,0,-1,1,0,0,0,0,1,-1,1,-1,1,-1,8,5,1,2
j2[4Hd?b,0,1,-1,0,0,0,0,10.714245517666122,Hjdb24[?,-10.714245517666122,0,-1,1,0,0,0,0,4,-4,4,-4,4,-4,8,4,2,2
j;4437W),0,1,0,0,0,0,1,9.714245517666122,Wj4437;),-9.714245517666122,0,-1,0,0,0,0,-1,3,-3,3,-3,3,-3,8,2,4,2
hj7@UL@S,0,1,-1,0,0,0,0,10.714245517666122,ULShj7@@,-10.714245517666122,0,-1,1,0,0,0,0,4,-4,4,-4,4,-4,8,5,1,2
h5w#pYM.,0,1,0,0,1,0,2,10.714245517666122,YMhwp5#.,-10.714245517666122,0,-1,0,0,-1,0,-2,6,-6,6,-6,6,-6,8,5,1,2
g]5$3O1B,0,1,-1,-1,1,1,1,10.714245517666122,OBg531]$,-10.714245517666122,0,-1,1,1,-1,-1,-1,4,-4,4,-4,4,-4,8,3,3,2
f72>7]7K,0,1,-1,0,0,0,0,9.714245517666122,Kf7277>],-9.714245517666122,0,-1,1,0,0,0,0,1,-1,1,-1,1,-1,8,2,4,2
f4l%CU/Q,0,1,-1,0,1,0,1,10.714245517666122,CUQfl4%/,-10.714245517666122,0,-1,1,0,-1,0,-1,7,-7,7,-7,7,-7,8,5,1,2
d6!\NJlB,0,1,-1,0,0,0,0,10.714245517666122,NJBdl6!\,-10.714245517666122,0,-1,1,0,0,0,0,1,-1,1,-1,1,-1,8,5,1,2
d2_OsTN2,0,0,-2,0,0,0,-2,10.714245517666122,OTNds22_,-10.714245517666122,0,0,2,0,0,0,2,3,-3,3,-3,3,-3,8,5,2,1
c>1e8DFk,0,0,-1,0,1,1,1,10.714245517666122,DFcek18>,-10.714245517666122,0,0,1,0,-1,-1,-1,4,-4,4,-4,4,-4,8,5,2,1
b{08t/Ay,0,1,-1,0,0,0,0,10.714245517666122,Abty08{/,-10.714245517666122,0,-1,1,0,0,0,0,4,-4,4,-4,4,-4,8,4,2,2
8v^g6q1K,0,0,-2,0,1,0,-1,10.129283016944967,Kvgq861^,-10.129283016944967,0,0,2,0,-1,0,1,10,-10,10,-10,10,-10,8,4,3,1
8q-1;N1E,0,1,-2,-1,1,1,0,10.714245517666122,NEq811-;,-10.714245517666122,0,-1,2,1,-1,-1,0,7,-7,7,-7,7,-7,8,3,3,2
8l0+jY6M,0,0,-1,0,2,0,1,10.714245517666122,YMlj806+,-10.714245517666122,0,0,1,0,-2,0,-1,7,-7,7,-7,7,-7,8,4,3,1
8g-2hnCM,0,0,-2,0,0,0,-2,10.714245517666122,CMghn82-,-10.714245517666122,0,0,2,0,0,0,2,4,-4,4,-4,4,-4,8,5,2,1
82t.nX\Y,0,1,-1,0,0,1,1,11.299208018387276,XYtn82.\,-11.299208018387276,0,-1,1,0,0,-1,-1,7,-7,7,-7,7,-7,8,4,2,2
8>o|Y6vj,0,1,-1,0,1,1,2,10.714245517666122,Yovj86>|,-10.714245517666122,0,-1,1,0,-1,-1,-2,7,-7,7,-7,7,-7,8,4,2,2
7x5*s{F8,0,1,-1,0,1,0,1,10.714245517666122,Fxs758*{,-10.714245517666122,0,-1,1,0,-1,0,-1,9,-9,9,-9,9,-9,8,3,3,2
7o/5tjQW,0,0,-2,0,0,1,-1,10.714245517666122,QWotj75/,-10.714245517666122,0,0,2,0,0,-1,1,4,-4,4,-4,4,-4,8,5,2,1
61y^4Ycy,0,0,-1,0,0,1,0,10.129283016944967,Yycy614^,-10.129283016944967,0,0,1,0,0,-1,0,4,-4,4,-4,4,-4,8,4,3,1
5n%p8n[U,0,1,-1,0,1,1,2,10.714245517666122,Unpn58%[,-10.714245517666122,0,-1,1,0,-1,-1,-2,10,-10,10,-10,10,-10,8,4,2,2
5-b4%M5x,0,1,-2,0,1,0,0,10.714245517666122,Mbx545-%,-10.714245517666122,0,-1,2,0,-1,0,0,7,-7,7,-7,7,-7,8,3,3,2
4ya6b~rK,0,0,-1,1,1,0,1,9.714245517666122,Kyabr46~,-9.714245517666122,0,0,1,-1,-1,0,-1,7,-7,7,-7,7,-7,8,5,2,1
"4u{sNi,Q",0,1,-1,0,0,0,0,10.714245517666122,"NQusi4{,",-10.714245517666122,0,-1,1,0,0,0,0,7,-7,7,-7,7,-7,8,5,1,2
4f@5>4cO,0,1,-2,1,0,1,1,10.714245517666122,Ofc454@>,-10.714245517666122,0,-1,2,-1,0,-1,-1,4,-4,4,-4,4,-4,8,3,3,2
4*1cP/Vn,0,1,-1,0,0,0,0,11.299208018387276,PVcn41*/,-11.299208018387276,0,-1,1,0,0,0,0,4,-4,4,-4,4,-4,8,4,2,2
3d2'W{CK,0,1,-1,0,1,0,1,10.714245517666122,WCKd32'{,-10.714245517666122,0,-1,1,0,-1,0,-1,7,-7,7,-7,7,-7,8,4,2,2
3`e:C8va,0,1,-1,0,1,0,1,10.714245517666122,Ceva38`:,-10.714245517666122,0,-1,1,0,-1,0,-1,7,-7,7,-7,7,-7,8,4,2,2
25epl\MJ,0,0,-1,0,0,0,-1,10.714245517666122,MJepl25\,-10.714245517666122,0,0,1,0,0,0,1,4,-4,4,-4,4,-4,8,5,2,1
1w-702Pf,0,0,-2,0,0,0,-2,9.714245517666122,Pwf1702-,-9.714245517666122,0,0,2,0,0,0,2,4,-4,4,-4,4,-4,8,3,4,1
1tp^%aH4,0,1,-1,1,0,1,2,10.714245517666122,Htpa14^%,-10.714245517666122,0,-1,1,-1,0,-1,-2,6,-6,6,-6,6,-6,8,4,2,2
1k!{4U3s,0,1,-1,0,1,1,2,10.714245517666122,Uks143!{,-10.714245517666122,0,-1,1,0,-1,-1,-2,7,-7,7,-7,7,-7,8,3,3,2
1il3^WC[,0,1,-1,0,1,0,1,11.299208018387276,WCil13^[,-11.299208018387276,0,-1,1,0,-1,0,-1,6,-6,6,-6,6,-6,8,4,2,2
10g#B0}7,0,1,-1,0,0,0,0,9.714245517666122,Bg1007#},-9.714245517666122,0,-1,1,0,0,0,0,6,-6,6,-6,6,-6,8,2,4,2
1)f~I73m,0,1,-1,0,1,1,2,10.714245517666122,Ifm173)~,-10.714245517666122,0,-1,1,0,-1,-1,-2,7,-7,7,-7,7,-7,8,3,3,2
<e8:70MV,1,0,-1,0,0,1,1,10.714245517666122,MVe870<:,-10.714245517666122,-1,0,1,0,0,-1,-1,4,-4,4,-4,4,-4,8,3,3,2
+p06Y7aC,1,0,-1,0,1,1,2,10.714245517666122,YCpa067+,-10.714245517666122,-1,0,1,0,-1,-1,-2,7,-7,7,-7,7,-7,8,4,3,1
~w8}BykH,1,0,-1,0,0,0,0,10.714245517666122,BHwyk8~},-10.714245517666122,-1,0,1,0,0,0,0,4,-4,4,-4,4,-4,8,5,1,2
_m08lhW*,1,0,0,1,1,0,3,10.714245517666122,Wmlh08_*,-10.714245517666122,-1,0,0,-1,-1,0,-3,6,-6,6,-6,6,-6,8,4,2,2
_0rgd%Db,1,0,-1,0,0,0,0,9.714245517666122,Drgdb0_%,-9.714245517666122,-1,0,1,0,0,0,0,4,-4,4,-4,4,-4,8,5,1,2
^i|k14FK,1,0,-1,0,1,1,2,11.299208018387276,FKik14^|,-11.299208018387276,-1,0,1,0,-1,-1,-2,7,-7,7,-7,7,-7,8,4,2,2
]a5xV6EM,1,0,-1,0,1,0,1,10.714245517666122,VEMax56],-10.714245517666122,-1,0,1,0,-1,0,-1,7,-7,7,-7,7,-7,8,5,2,1
]4t8c4Oj,1,0,-1,0,1,1,2,10.129283016944967,Otcj484],-10.129283016944967,-1,0,1,0,-1,-1,-2,7,-7,7,-7,7,-7,8,4,3,1
[r_800DS,1,0,-1,0,0,0,0,10.714245517666122,DSr800[_,-10.714245517666122,-1,0,1,0,0,0,0,4,-4,4,-4,4,-4,8,3,3,2
"?1tx7,GB",1,0,-1,0,1,0,1,11.299208018387276,"GBtx17?,",-11.299208018387276,-1,0,1,0,-1,0,-1,4,-4,4,-4,4,-4,8,4,2,2
";3,3lccO",1,0,-1,1,0,1,2,10.714245517666122,"Olcc33;,",-10.714245517666122,-1,0,1,-1,0,-1,-2,1,-1,1,-1,1,-1,8,4,2,2
/yf:6sIP,1,0,-1,0,0,-1,-1,10.714245517666122,IPyfs6/:,-10.714245517666122,-1,0,1,0,0,1,1,4,-4,4,-4,4,-4,8,5,1,2
.f#237Qr,1,0,-1,0,0,0,0,10.714245517666122,Qfr237.#,-10.714245517666122,-1,0,1,0,0,0,0,4,-4,4,-4,4,-4,8,3,3,2
)wq460'B,1,0,0,0,0,0,1,10.714245517666122,Bwq460)',-10.714245517666122,-1,0,0,0,0,0,-1,4,-4,4,-4,4,-4,8,3,3,2
#i16WM)8,1,0,0,0,1,1,3,10.714245517666122,WMi168#),-10.714245517666122,-1,0,0,0,-1,-1,-3,6,-6,6,-6,6,-6,8,3,3,2
y1f]-ywQB,0,1,-1,0,1,0,1,11.884170519108437,QByfyw1]-,-11.884170519108437,0,-1,1,0,-1,0,-1,4,-4,4,-4,4,-4,9,6,1,2
x>62hiWI4,0,0,-1,0,1,0,0,12.299208018387276,WIxhi624>,-12.299208018387276,0,0,1,0,-1,0,0,3,-3,3,-3,3,-3,9,5,3,1
wkx1#bEJL,0,0,-1,0,0,-1,-2,11.299208018387276,EJLwkxb1#,-11.299208018387276,0,0,1,0,0,1,2,1,-1,1,-1,1,-1,9,7,1,1
w.3-kOfTD,0,1,-2,0,0,0,-1,12.299208018387276,OTDwkf3.-,-12.299208018387276,0,-1,2,0,0,0,1,1,-1,1,-1,1,-1,9,6,1,2
t6/6Gw881,0,0,-1,0,1,0,0,10.562242424221068,Gtw66881/,-10.562242424221068,0,0,1,0,-1,0,0,3,-3,3,-3,3,-3,9,3,5,1
s37?6cWAP,0,0,-1,0,0,0,-1,12.299208018387276,WAPsc376?,-12.299208018387276,0,0,1,0,0,0,1,1,-1,1,-1,1,-1,9,5,3,1
r06}3R2m:,0,1,-1,0,1,0,1,11.884170519108437,Rrm0632}:,-11.884170519108437,0,-1,1,0,-1,0,-1,6,-6,6,-6,6,-6,9,3,4,2
qu1>~5SCB,0,1,-1,0,0,0,0,12.884170519108437,SCBqu15>~,-12.884170519108437,0,-1,1,0,0,0,0,1,-1,1,-1,1,-1,9,5,2,2
q2^%i1Ho8,0,1,-2,0,1,-1,-1,12.299208018387276,Hqio218^%,-12.299208018387276,0,-1,2,0,-1,1,1,6,-6,6,-6,6,-6,9,4,3,2
q0'e88)3E,0,1,-2,0,0,0,-1,11.884170519108437,Eqe0883'),-11.884170519108437,0,-1,2,0,0,0,1,4,-4,4,-4,4,-4,9,3,4,2
pag[p61mX,0,0,-1,1,1,0,1,10.562242424221068,Xpagpm61[,-10.562242424221068,0,0,1,-1,-1,0,-1,4,-4,4,-4,4,-4,9,6,2,1
