originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
VaYAtr=ha5,0,0,-2,0,0,-1,-3,12.299208018387276,VYAatrha5=,-12.299208018387276,0,0,2,0,0,1,3,3,-3,3,-3,3,-3,10,8,1,1
pabA+W8jeR,0,0,-2,1,1,-1,-1,12.299208018387276,AWRpabje8+,-12.299208018387276,0,0,2,-1,-1,1,1,4,-4,4,-4,4,-4,10,8,1,1
fa6r?Freyu,0,0,-2,0,1,-1,-2,9.491853096329677,Ffarreyu6?,-9.491853096329677,0,0,2,0,-1,1,2,4,-4,4,-4,4,-4,10,8,1,1
Sec8trA$rU,0,0,-1,1,1,-1,0,12.299208018387276,SAUectrr8$,-12.299208018387276,0,0,1,-1,-1,1,0,4,-4,4,-4,4,-4,10,8,1,1
pruTum6Cr!,0,0,0,0,1,0,1,11.299208018387276,TCpruumr6!,-11.299208018387276,0,0,0,0,-1,0,-1,3,-3,3,-3,3,-3,10,8,1,1
fra*A7uxup,0,0,-1,0,1,-1,-1,9.491853096329677,Afrauxup7*,-9.491853096329677,0,0,1,0,-1,1,1,4,-4,4,-4,4,-4,10,8,1,1
mAdU@ha5uK,0,0,-2,1,1,-1,-1,12.299208018387276,AUKmdhau5@,-12.299208018387276,0,0,2,-1,-1,1,1,4,-4,4,-4,4,-4,10,8,1,1
J=6eMEkuwe,0,0,-1,0,0,0,-1,12.299208018387276,JMEekuwe6=,-12.299208018387276,0,0,1,0,0,0,1,1,-1,1,-1,1,-1,10,8,1,1
_eCesp6feg,1,0,-1,1,1,0,2,9.491853096329677,Ceespfeg6_,-9.491853096329677,-1,0,1,-1,-1,0,-2,4,-4,4,-4,4,-4,10,8,1,1
creF4a@asp,0,0,-2,1,1,-1,-1,9.491853096329677,Fcreaasp4@,-9.491853096329677,0,0,2,-1,-1,1,1,4,-4,4,-4,4,-4,10,8,1,1
Tay2+eMequ,0,0,-2,0,0,-1,-3,11.299208018387276,TMayeequ2+,-11.299208018387276,0,0,2,0,0,1,3,1,-1,1,-1,1,-1,10,8,1,1
c6Afudruy&,0,0,0,0,1,0,1,9.491853096329677,Acfudruy6&,-9.491853096329677,0,0,0,0,-1,0,-1,3,-3,3,-3,3,-3,10,8,1,1
7#frerUphu,0,0,-1,1,0,0,0,9.491853096329677,Ufrerphu7#,-9.491853096329677,0,0,1,-1,0,0,0,1,-1,1,-1,1,-1,10,8,1,1
phubR$2ecr,0,0,-1,1,0,0,0,9.491853096329677,Rphubecr2$,-9.491853096329677,0,0,1,-1,0,0,0,1,-1,1,-1,1,-1,10,8,1,1
Fuves3res=,0,0,0,0,1,0,1,9.491853096329677,Fuvesres3=,-9.491853096329677,0,0,0,0,-1,0,-1,3,-3,3,-3,3,-3,10,8,1,1
gac?2TefaS,0,0,-1,0,0,-1,-2,11.299208018387276,TSgacefa2?,-11.299208018387276,0,0,1,0,0,1,2,1,-1,1,-1,1,-1,10,8,1,1
xuste*a8hA,0,0,-1,1,1,-1,0,9.491853096329677,Axusteah8*,-9.491853096329677,0,0,1,-1,-1,1,0,4,-4,4,-4,4,-4,10,8,1,1
pen7nap=eC,0,0,-1,1,1,0,1,9.491853096329677,Cpennape7=,-9.491853096329677,0,0,1,-1,-1,0,-1,4,-4,4,-4,4,-4,10,8,1,1
retugU$4sT,0,0,-2,1,0,0,-1,11.299208018387276,UTretugs4$,-11.299208018387276,0,0,2,-1,0,0,1,1,-1,1,-1,1,-1,10,8,1,1
haf2aw*ZAT,0,0,-2,0,1,-1,-2,12.299208018387276,ZAThafaw2*,-12.299208018387276,0,0,2,0,-1,1,2,4,-4,4,-4,4,-4,10,8,1,1
zEgeha*e7u,0,0,-2,1,1,0,0,9.491853096329677,Ezgehaeu7*,-9.491853096329677,0,0,2,-1,-1,0,0,4,-4,4,-4,4,-4,10,8,1,1
6!ruwebeDr,0,0,-1,1,0,0,0,9.491853096329677,Druweber6!,-9.491853096329677,0,0,1,-1,0,0,0,1,-1,1,-1,1,-1,10,8,1,1
g!je7udRes,0,0,-1,1,1,0,1,9.491853096329677,Rgjeudes7!,-9.491853096329677,0,0,1,-1,-1,0,-1,4,-4,4,-4,4,-4,10,8,1,1
3EFr_juvav,0,0,-2,0,0,-1,-3,11.299208018387276,EFrjuvav3_,-11.299208018387276,0,0,2,0,0,1,3,4,-4,4,-4,4,-4,10,8,1,1
$heQE7epab,1,0,-1,0,1,0,1,11.299208018387276,QEheepab7$,-11.299208018387276,-1,0,1,0,-1,0,-1,4,-4,4,-4,4,-4,10,8,1,1
ChuHEFa*a6,0,0,-1,0,0,0,-1,12.621136113274645,CHEFhuaa6*,-12.621136113274645,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,10,8,1,1
Pr6ch#Spak,0,0,-1,-1,1,0,-1,11.299208018387276,PSrchpak6#,-11.299208018387276,0,0,1,1,-1,0,1,4,-4,4,-4,4,-4,10,8,1,1
GuCR+quPr2,0,0,-2,1,0,-1,-2,12.621136113274645,GCRPuqur2+,-12.621136113274645,0,0,2,-1,0,1,2,3,-3,3,-3,3,-3,10,8,1,1
v4SpA?anut,0,0,-1,0,1,-1,-1,11.299208018387276,SAvpanut4?,-11.299208018387276,0,0,1,0,-1,1,1,4,-4,4,-4,4,-4,10,8,1,1
yeg#S6EDRu,0,0,-1,0,1,-1,-1,12.621136113274645,SEDRyegu6#,-12.621136113274645,0,0,1,0,-1,1,1,4,-4,4,-4,4,-4,10,8,1,1
dud2qubRa&,0,0,0,1,1,0,2,9.491853096329677,Rdudquba2&,-9.491853096329677,0,0,0,-1,-1,0,-2,3,-3,3,-3,3,-3,10,8,1,1
wEcha&hu4w,0,0,-1,1,1,-1,0,9.491853096329677,Ewchahuw4&,-9.491853096329677,0,0,1,-1,-1,1,0,4,-4,4,-4,4,-4,10,8,1,1
*rUpruCh5C,1,0,-1,0,1,0,1,12.299208018387276,UCCrpruh5*,-12.299208018387276,-1,0,1,0,-1,0,-1,4,-4,4,-4,4,-4,10,8,1,1
6ahEwasTu&,0,0,0,0,0,0,0,11.299208018387276,ETahwasu6&,-11.299208018387276,0,0,0,0,0,0,0,3,-3,3,-3,3,-3,10,8,1,1
4aP-aspech,0,0,-1,1,0,-1,-1,9.491853096329677,Paaspech4-,-9.491853096329677,0,0,1,-1,0,1,1,4,-4,4,-4,4,-4,10,8,1,1
nAge=3nast,0,0,-2,1,0,-1,-2,9.491853096329677,Angenast3=,-9.491853096329677,0,0,2,-1,0,1,2,1,-1,1,-1,1,-1,10,8,1,1
WrE4re*wuF,0,0,-2,1,1,-1,-1,12.299208018387276,WEFrrewu4*,-12.299208018387276,0,0,2,-1,-1,1,1,4,-4,4,-4,4,-4,10,8,1,1
DReN!st3br,0,0,-2,0,1,0,-1,12.299208018387276,DRNestbr3!,-12.299208018387276,0,0,2,0,-1,0,1,4,-4,4,-4,4,-4,10,8,1,1
wrec8AfRA_,0,0,0,0,1,0,1,12.299208018387276,ARAwrecf8_,-12.299208018387276,0,0,0,0,-1,0,-1,3,-3,3,-3,3,-3,10,8,1,1
thaha4W$sW,0,0,-1,0,1,0,0,11.299208018387276,WWthahas4$,-11.299208018387276,0,0,1,0,-1,0,0,4,-4,4,-4,4,-4,10,8,1,1
?axAF6aphE,1,0,-1,0,1,0,1,12.299208018387276,AFEaxaph6?,-12.299208018387276,-1,0,1,0,-1,0,-1,4,-4,4,-4,4,-4,10,8,1,1
*E3REvusab,1,0,-1,0,1,0,1,12.299208018387276,EREvusab3*,-12.299208018387276,-1,0,1,0,-1,0,-1,4,-4,4,-4,4,-4,10,8,1,1
buxutu6rA=,0,0,0,1,1,0,2,9.491853096329677,Abuxutur6=,-9.491853096329677,0,0,0,-1,-1,0,-2,3,-3,3,-3,3,-3,10,8,1,1
sPeRu&Ep7S,0,0,-1,0,1,-1,-1,12.621136113274645,PRESseup7&,-12.621136113274645,0,0,1,0,-1,1,1,4,-4,4,-4,4,-4,10,8,1,1
Be7aQatr=S,0,0,-1,0,1,0,0,12.299208018387276,BQSeaatr7=,-12.299208018387276,0,0,1,0,-1,0,0,4,-4,4,-4,4,-4,10,8,1,1
tRAt5*vuyu,0,0,-1,0,0,-1,-2,11.299208018387276,RAttvuyu5*,-11.299208018387276,0,0,1,0,0,1,2,1,-1,1,-1,1,-1,10,8,1,1
tRAt5*vuyu,0,0,-1,0,0,-1,-2,11.299208018387276,RAttvuyu5*,-11.299208018387276,0,0,1,0,0,1,2,1,-1,1,-1,1,-1,10,8,1,1
Nab+becH8h,0,0,-1,0,1,-1,-1,11.299208018387276,NHabbech8+,-11.299208018387276,0,0,1,0,-1,1,1,4,-4,4,-4,4,-4,10,8,1,1
TheTRAq?t4,0,0,-1,0,0,0,-1,12.621136113274645,TTRAheqt4?,-12.621136113274645,0,0,1,0,0,0,1,3,-3,3,-3,3,-3,10,8,1,1
4r#PhUquCE,0,0,-2,0,0,0,-2,12.621136113274645,PUCErhqu4#,-12.621136113274645,0,0,2,0,0,0,2,4,-4,4,-4,4,-4,10,8,1,1
dast+tr7XU,0,0,-2,0,1,0,-1,11.299208018387276,XUdasttr7+,-11.299208018387276,0,0,2,0,-1,0,1,4,-4,4,-4,4,-4,10,8,1,1
v2bre?UfeM,0,0,-1,0,1,-1,-1,11.299208018387276,UMvbrefe2?,-11.299208018387276,0,0,1,0,-1,1,1,4,-4,4,-4,4,-4,10,8,1,1
PRu3rUre*e,0,0,-1,0,1,0,0,12.299208018387276,PRUurree3*,-12.299208018387276,0,0,1,0,-1,0,0,4,-4,4,-4,4,-4,10,8,1,1
tadA5Re&eP,0,0,-1,1,1,-1,0,12.299208018387276,ARPtadee5&,-12.299208018387276,0,0,1,-1,-1,1,0,4,-4,4,-4,4,-4,10,8,1,1
wuq?Trudr6,0,0,-1,0,0,-1,-2,9.491853096329677,Twuqrudr6?,-9.491853096329677,0,0,1,0,0,1,2,3,-3,3,-3,3,-3,10,8,1,1
+u3papuKAx,1,0,-1,0,1,0,1,11.299208018387276,KAupapux3+,-11.299208018387276,-1,0,1,0,-1,0,-1,4,-4,4,-4,4,-4,10,8,1,1
7ePupHa*re,0,0,-1,0,0,-1,-2,11.299208018387276,PHeupare7*,-11.299208018387276,0,0,1,0,0,1,2,4,-4,4,-4,4,-4,10,8,1,1
Su3rake=ra,0,0,-1,0,1,-1,-1,9.491853096329677,Surakera3=,-9.491853096329677,0,0,1,0,-1,1,1,4,-4,4,-4,4,-4,10,8,1,1
trus4&hAkU,0,0,-1,0,0,-1,-2,11.299208018387276,AUtrushk4&,-11.299208018387276,0,0,1,0,0,1,2,1,-1,1,-1,1,-1,10,8,1,1
4wUYejecr=,0,0,0,0,0,0,0,11.299208018387276,UYwejecr4=,-11.299208018387276,0,0,0,0,0,0,0,3,-3,3,-3,3,-3,10,8,1,1
$uh7yafraT,1,0,-1,1,1,0,2,9.491853096329677,Tuhyafra7$,-9.491853096329677,-1,0,1,-1,-1,0,-2,4,-4,4,-4,4,-4,10,8,1,1
XaMUcaTr_6,0,0,-1,0,0,0,-1,12.621136113274645,XMUTacar6_,-12.621136113274645,0,0,1,0,0,0,1,0,0,0,0,0,0,10,8,1,1
