originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
d%yB9V?l,0,1,-1,0,1,0,1,10.714245517666122,BVdyl9%?,-10.714245517666122,0,-1,1,0,-1,0,-1,7,-7,7,-7,7,-7,8,5,1,2
uhF0lwT(,0,0,0,0,1,1,2,9.714245517666122,FTuhlw0(,-9.714245517666122,0,0,0,0,-1,-1,-2,3,-3,3,-3,3,-3,8,6,1,1
k3Fx@XH/,0,1,-1,0,1,0,1,10.714245517666122,FXHkx3@/,-10.714245517666122,0,-1,1,0,-1,0,-1,6,-6,6,-6,6,-6,8,5,1,2
{[8;UxDm,1,0,-1,0,0,0,0,10.714245517666122,UDxm8{[;,-10.714245517666122,-1,0,1,0,0,0,0,1,-1,1,-1,1,-1,8,4,1,3
bC1$V3fM,0,0,-1,1,1,0,1,10.714245517666122,CVMbf13$,-10.714245517666122,0,0,1,-1,-1,0,-1,4,-4,4,-4,4,-4,8,5,2,1
rx+8Ez.=,0,2,-1,0,0,0,1,10.129283016944967,Erxz8+.=,-10.129283016944967,0,-2,1,0,0,0,-1,3,-3,3,-3,3,-3,8,4,1,3
%-0S{j57,1,0,-2,0,0,0,-1,10.129283016944967,Sj057%-{,-10.129283016944967,-1,0,2,0,0,0,1,6,-6,6,-6,6,-6,8,2,3,3
r&1s2aDh,0,0,-1,1,1,0,1,9.714245517666122,Drsah12&,-9.714245517666122,0,0,1,-1,-1,0,-1,4,-4,4,-4,4,-4,8,5,2,1
=akIxw>3,1,0,0,1,0,0,2,9.714245517666122,Iakxw3=>,-9.714245517666122,-1,0,0,-1,0,0,-2,3,-3,3,-3,3,-3,8,5,1,2
1JjE)S&X,0,1,-1,0,0,0,0,9.714245517666122,JESXj1)&,-9.714245517666122,0,-1,1,0,0,0,0,7,-7,7,-7,7,-7,8,5,1,2
8-C:TOHy,0,1,-1,0,0,0,0,9.714245517666122,CTOHy8-:,-9.714245517666122,0,-1,1,0,0,0,0,4,-4,4,-4,4,-4,8,5,1,2
a*BzHv3r,0,0,-1,0,1,1,1,9.714245517666122,BHazvr3*,-9.714245517666122,0,0,1,0,-1,-1,-1,4,-4,4,-4,4,-4,8,6,1,1
no2kL<k:,0,1,0,1,1,0,3,9.714245517666122,Lnokk2<:,-9.714245517666122,0,-1,0,-1,-1,0,-3,6,-6,6,-6,6,-6,8,5,1,2
eXv[P|4G,0,1,-1,0,0,0,0,10.714245517666122,XPGev4[|,-10.714245517666122,0,-1,1,0,0,0,0,4,-4,4,-4,4,-4,8,5,1,2
@wX4S)6V,1,0,-1,0,1,0,1,10.714245517666122,XSVw46@),-10.714245517666122,-1,0,1,0,-1,0,-1,7,-7,7,-7,7,-7,8,4,2,2
e2mks*%D,0,1,0,0,1,1,3,9.714245517666122,Demks2*%,-9.714245517666122,0,-1,0,0,-1,-1,-3,4,-4,4,-4,4,-4,8,5,1,2
#T5q>lYL,1,0,-1,0,1,0,1,10.714245517666122,TYLql5#>,-10.714245517666122,-1,0,1,0,-1,0,-1,7,-7,7,-7,7,-7,8,5,1,2
&L4#)tQ+,1,0,-1,0,0,0,0,9.714245517666122,LQt4&#)+,-9.714245517666122,-1,0,1,0,0,0,0,6,-6,6,-6,6,-6,8,3,1,4
3<uaaDs(,0,1,0,1,0,0,2,9.714245517666122,Duaas3<(,-9.714245517666122,0,-1,0,-1,0,0,-2,3,-3,3,-3,3,-3,8,5,1,2
y?E$uR6~,0,2,-1,0,0,0,1,10.714245517666122,ERyu6?$~,-10.714245517666122,0,-2,1,0,0,0,-1,6,-6,6,-6,6,-6,8,4,1,3
};r8bAmE,1,0,0,0,1,0,2,10.714245517666122,AErbm8};,-10.714245517666122,-1,0,0,0,-1,0,-2,4,-4,4,-4,4,-4,8,5,1,2
"/Fm?,LZ9",1,0,-2,0,0,0,-1,10.129283016944967,"FLZm9/?,",-10.129283016944967,-1,0,2,0,0,0,1,6,-6,6,-6,6,-6,8,4,1,3
"48UTz^,B",0,1,0,0,0,0,1,10.714245517666122,"UTBz48^,",-10.714245517666122,0,-1,0,0,0,0,-1,4,-4,4,-4,4,-4,8,4,2,2
6w/D=-~y,0,2,-1,0,0,1,2,9.714245517666122,Dwy6/=-~,-9.714245517666122,0,-2,1,0,0,-1,-2,7,-7,7,-7,7,-7,8,3,1,4
&oy3wE{w,1,0,0,1,1,0,3,9.714245517666122,Eoyww3&{,-9.714245517666122,-1,0,0,-1,-1,0,-3,7,-7,7,-7,7,-7,8,5,1,2
5E?o|g[R,0,2,-2,-1,0,1,0,10.714245517666122,ERog5?|[,-10.714245517666122,0,-2,2,1,0,-1,0,10,-10,10,-10,10,-10,8,4,1,3
cK~/^B1$,0,2,-1,0,0,0,1,9.714245517666122,KBc1~/^$,-9.714245517666122,0,-2,1,0,0,0,-1,3,-3,3,-3,3,-3,8,3,1,4
7h;#1cRT,0,1,-1,0,0,0,0,11.299208018387276,RThc71;#,-11.299208018387276,0,-1,1,0,0,0,0,4,-4,4,-4,4,-4,8,4,2,2
$HT3Xd*=,1,0,0,0,1,0,2,10.129283016944967,HTXd3$*=,-10.129283016944967,-1,0,0,0,-1,0,-2,6,-6,6,-6,6,-6,8,4,1,3
!t(UbEV2,1,0,-1,0,0,0,0,10.714245517666122,UEVtb2!(,-10.714245517666122,-1,0,1,0,0,0,0,6,-6,6,-6,6,-6,8,5,1,2
<37(+KqL,1,0,-2,0,0,0,-1,10.714245517666122,KLq37<(+,-10.714245517666122,-1,0,2,0,0,0,1,1,-1,1,-1,1,-1,8,3,2,3
~1Y7d<~f,1,0,-1,0,1,1,2,10.714245517666122,Ydf17~<~,-10.714245517666122,-1,0,1,0,-1,-1,-2,7,-7,7,-7,7,-7,8,3,2,3
y6>!B|x{,0,2,-1,0,0,1,2,9.714245517666122,Byx6>!|{,-9.714245517666122,0,-2,1,0,0,-1,-2,6,-6,6,-6,6,-6,8,3,1,4
_Bt35cR3,1,0,-1,0,1,0,1,10.714245517666122,BRtc353_,-10.714245517666122,-1,0,1,0,-1,0,-1,6,-6,6,-6,6,-6,8,4,3,1
"|1,7dA9/",1,0,-1,1,1,0,2,10.129283016944967,"Ad179|,/",-10.129283016944967,-1,0,1,-1,-1,0,-2,3,-3,3,-3,3,-3,8,2,3,3
>Y:jJ4PX,1,0,-1,0,1,0,1,9.714245517666122,YJPXj4>:,-9.714245517666122,-1,0,1,0,-1,0,-1,7,-7,7,-7,7,-7,8,5,1,2
+sudYc8w,1,0,-1,1,1,0,2,8.39231742277876,Ysudcw8+,-8.39231742277876,-1,0,1,-1,-1,0,-2,4,-4,4,-4,4,-4,8,6,1,1
iTN8-p20,0,0,-2,0,0,0,-2,10.714245517666122,TNip820-,-10.714245517666122,0,0,2,0,0,0,2,3,-3,3,-3,3,-3,8,4,3,1
x<-aC79[,0,2,-1,1,0,0,2,10.714245517666122,Cxa79<-[,-10.714245517666122,0,-2,1,-1,0,0,-2,3,-3,3,-3,3,-3,8,3,2,3
0a_zFt6k,0,0,-2,1,1,1,1,9.714245517666122,Faztk06_,-9.714245517666122,0,0,2,-1,-1,-1,-1,7,-7,7,-7,7,-7,8,5,2,1
;v6ZD%jz,1,0,-1,0,1,0,1,10.714245517666122,ZDvjz6;%,-10.714245517666122,-1,0,1,0,-1,0,-1,7,-7,7,-7,7,-7,8,5,1,2
3#i{^Hg6,0,2,-2,0,0,1,1,10.714245517666122,Hig36#{^,-10.714245517666122,0,-2,2,0,0,-1,-1,6,-6,6,-6,6,-6,8,3,2,3
*[8$I}_r,1,0,-1,0,0,1,1,8.39231742277876,Ir8*[$}_,-8.39231742277876,-1,0,1,0,0,-1,-1,4,-4,4,-4,4,-4,8,2,1,5
ou&8~iTk,0,1,-2,1,0,0,0,9.714245517666122,Touik8&~,-9.714245517666122,0,-1,2,-1,0,0,0,1,-1,1,-1,1,-1,8,5,1,2
>4wF2}4<,1,0,-1,1,1,0,2,10.129283016944967,Fw424>}<,-10.129283016944967,-1,0,1,-1,-1,0,-2,3,-3,3,-3,3,-3,8,2,3,3
%kG1zDsS,1,0,-1,0,1,0,1,10.129283016944967,GDSkzs1%,-10.129283016944967,-1,0,1,0,-1,0,-1,4,-4,4,-4,4,-4,8,6,1,1
<&~<JJk4,1,0,0,0,0,0,1,9.714245517666122,JJk4<&~<,-9.714245517666122,-1,0,0,0,0,0,-1,3,-3,3,-3,3,-3,8,3,1,4
>d0V9Ks%,1,0,0,-1,1,0,1,11.299208018387276,VKds09>%,-11.299208018387276,-1,0,0,1,-1,0,-1,9,-9,9,-9,9,-9,8,4,2,2
+M4oNJBP,1,0,-1,0,1,0,1,8.39231742277876,MNJBPo4+,-8.39231742277876,-1,0,1,0,-1,0,-1,4,-4,4,-4,4,-4,8,6,1,1
39qw/PhS,0,0,-2,0,0,0,-2,10.714245517666122,PSqwh39/,-10.714245517666122,0,0,2,0,0,0,2,4,-4,4,-4,4,-4,8,5,2,1
7Rc{N?jO,0,1,-1,0,0,0,0,10.714245517666122,RNOcj7{?,-10.714245517666122,0,-1,1,0,0,0,0,7,-7,7,-7,7,-7,8,5,1,2
j[lNk^%0,0,2,-1,1,0,0,2,10.129283016944967,Njlk0[^%,-10.129283016944967,0,-2,1,-1,0,0,-2,3,-3,3,-3,3,-3,8,4,1,3
xv_TSU5y,0,0,-2,0,1,0,-1,10.129283016944967,TSUxvy5_,-10.129283016944967,0,0,2,0,-1,0,1,4,-4,4,-4,4,-4,8,6,1,1
]bgAk8h7,1,0,-1,1,1,0,2,9.714245517666122,Abgkh87],-9.714245517666122,-1,0,1,-1,-1,0,-2,6,-6,6,-6,6,-6,8,5,2,1
2!~;FjP2,0,2,-1,0,0,0,1,10.714245517666122,FPj22!~;,-10.714245517666122,0,-2,1,0,0,0,-1,3,-3,3,-3,3,-3,8,3,2,3
*0_r4DaQ,1,0,-1,0,1,0,1,11.299208018387276,DQra04*_,-11.299208018387276,-1,0,1,0,-1,0,-1,4,-4,4,-4,4,-4,8,4,2,2
={82r}U@,1,0,0,0,0,1,2,9.714245517666122,Ur82={}@,-9.714245517666122,-1,0,0,0,0,-1,-2,6,-6,6,-6,6,-6,8,2,2,4
1(oU9ikJ,0,0,-1,0,1,0,0,10.714245517666122,UJoik19(,-10.714245517666122,0,0,1,0,-1,0,0,4,-4,4,-4,4,-4,8,5,2,1
qnC&G2uf,0,0,-1,0,1,0,0,9.714245517666122,CGqnuf2&,-9.714245517666122,0,0,1,0,-1,0,0,4,-4,4,-4,4,-4,8,6,1,1
wn2X)_RP,0,1,-1,0,1,0,1,10.714245517666122,XRPwn2)_,-10.714245517666122,0,-1,1,0,-1,0,-1,4,-4,4,-4,4,-4,8,5,1,2
_ml$0s^T,1,0,-2,0,0,0,-1,10.129283016944967,Tmls0_$^,-10.129283016944967,-1,0,2,0,0,0,1,7,-7,7,-7,7,-7,8,4,1,3
e0Bu!i}0,0,1,-1,0,1,0,1,10.714245517666122,Beui00!},-10.714245517666122,0,-1,1,0,-1,0,-1,6,-6,6,-6,6,-6,8,4,2,2
g9.qc<Q7,0,1,-2,0,0,0,-1,10.714245517666122,Qgqc97.<,-10.714245517666122,0,-1,2,0,0,0,1,6,-6,6,-6,6,-6,8,4,2,2
2:57lE8$,0,1,0,1,1,0,3,9.714245517666122,El2578:$,-9.714245517666122,0,-1,0,-1,-1,0,-3,3,-3,3,-3,3,-3,8,2,4,2
c4e_0hfT,0,0,-1,1,1,0,1,9.714245517666122,Tcehf40_,-9.714245517666122,0,0,1,-1,-1,0,-1,4,-4,4,-4,4,-4,8,5,2,1
!9YvjwD],1,0,0,0,0,0,1,10.714245517666122,YDvjw9!],-10.714245517666122,-1,0,0,0,0,0,-1,3,-3,3,-3,3,-3,8,5,1,2
9s-9L!$U,0,2,-2,-1,0,1,0,10.714245517666122,LUs99-!$,-10.714245517666122,0,-2,2,1,0,-1,0,7,-7,7,-7,7,-7,8,3,2,3
3+o;EbH/,0,2,-1,0,0,0,1,10.714245517666122,EHob3+;/,-10.714245517666122,0,-2,1,0,0,0,-1,6,-6,6,-6,6,-6,8,4,1,3
qje*s<0P,0,1,-1,0,0,0,0,9.714245517666122,Pqjes0*<,-9.714245517666122,0,-1,1,0,0,0,0,4,-4,4,-4,4,-4,8,5,1,2
]cX;7*^%,1,0,-1,1,0,0,1,8.39231742277876,Xc7];*^%,-8.39231742277876,-1,0,1,-1,0,0,-1,3,-3,3,-3,3,-3,8,2,1,5
{H?}tw1~,1,0,0,0,0,0,1,9.714245517666122,Htw1{?}~,-9.714245517666122,-1,0,0,0,0,0,-1,6,-6,6,-6,6,-6,8,3,1,4
:CsL#hi6,1,0,-1,0,0,0,0,10.714245517666122,CLshi6:#,-10.714245517666122,-1,0,1,0,0,0,0,6,-6,6,-6,6,-6,8,5,1,2
$OucibP6,1,0,-1,0,0,0,0,9.714245517666122,OPucib6$,-9.714245517666122,-1,0,1,0,0,0,0,3,-3,3,-3,3,-3,8,6,1,1
#p/@79TU,1,0,-1,0,0,0,0,10.714245517666122,TUp79#/@,-10.714245517666122,-1,0,1,0,0,0,0,4,-4,4,-4,4,-4,8,3,2,3
*!n5<qP*,1,0,-1,1,0,0,1,9.714245517666122,Pnq5*!<*,-9.714245517666122,-1,0,1,-1,0,0,-1,6,-6,6,-6,6,-6,8,3,1,4
490YX/-s,0,1,0,0,0,0,1,10.714245517666122,YXs490/-,-10.714245517666122,0,-1,0,0,0,0,-1,4,-4,4,-4,4,-4,8,3,3,2
f$_z5maG,0,1,-1,1,1,0,2,9.714245517666122,Gfzma5$_,-9.714245517666122,0,-1,1,-1,-1,0,-2,4,-4,4,-4,4,-4,8,5,1,2
]wcuvE74,1,0,-1,1,0,0,1,9.714245517666122,Ewcuv74],-9.714245517666122,-1,0,1,-1,0,0,-1,3,-3,3,-3,3,-3,8,5,2,1
q+>iz3F$,0,2,-1,0,1,0,2,10.129283016944967,Fqiz3+>$,-10.129283016944967,0,-2,1,0,-1,0,-2,6,-6,6,-6,6,-6,8,4,1,3
%KrCX8(%,1,0,0,0,0,0,1,10.129283016944967,KCXr8%(%,-10.129283016944967,-1,0,0,0,0,0,-1,3,-3,3,-3,3,-3,8,4,1,3
4Y8/og1L,0,0,-1,-1,2,0,0,10.714245517666122,YLog481/,-10.714245517666122,0,0,1,1,-2,0,0,7,-7,7,-7,7,-7,8,4,3,1
a6JvCj}>,0,1,0,0,1,1,3,10.714245517666122,JCavj6}>,-10.714245517666122,0,-1,0,0,-1,-1,-3,3,-3,3,-3,3,-3,8,5,1,2
!W{^.}b5,1,0,-1,0,0,0,0,8.39231742277876,Wb5!{^.},-8.39231742277876,-1,0,1,0,0,0,0,6,-6,6,-6,6,-6,8,2,1,5
8Cl$^D{w,0,2,-1,-1,0,0,0,10.714245517666122,CDlw8$^{,-10.714245517666122,0,-2,1,1,0,0,0,7,-7,7,-7,7,-7,8,4,1,3
&AV9zBB+,1,0,0,0,1,0,2,9.714245517666122,AVBBz9&+,-9.714245517666122,-1,0,0,0,-1,0,-2,6,-6,6,-6,6,-6,8,5,1,2
3x4:6=G;,0,2,-1,0,1,0,2,10.129283016944967,Gx346:=;,-10.129283016944967,0,-2,1,0,-1,0,-2,6,-6,6,-6,6,-6,8,2,3,3
h>8)]L5/,0,2,-1,0,0,0,1,9.714245517666122,Lh85>)]/,-9.714245517666122,0,-2,1,0,0,0,-1,3,-3,3,-3,3,-3,8,2,2,4
(XoU$tw7,1,0,-1,0,0,1,1,10.714245517666122,XUotw7($,-10.714245517666122,-1,0,1,0,0,-1,-1,6,-6,6,-6,6,-6,8,5,1,2
^xS6C9.y,1,0,0,0,1,0,2,11.299208018387276,SCxy69^.,-11.299208018387276,-1,0,0,0,-1,0,-2,7,-7,7,-7,7,-7,8,4,2,2
hC4w&u)C,0,1,-1,0,1,1,2,10.714245517666122,CChwu4&),-10.714245517666122,0,-1,1,0,-1,-1,-2,7,-7,7,-7,7,-7,8,5,1,2
m_&u9Xwc,0,1,-1,0,1,1,2,9.714245517666122,Xmuwc9_&,-9.714245517666122,0,-1,1,0,-1,-1,-2,4,-4,4,-4,4,-4,8,5,1,2
9y2zq-wS,0,0,-1,1,1,1,2,9.714245517666122,Syzqw92-,-9.714245517666122,0,0,1,-1,-1,-1,-2,7,-7,7,-7,7,-7,8,5,2,1
8pO:vCGo,0,0,-1,1,0,-1,-1,10.129283016944967,OCGpvo8:,-10.129283016944967,0,0,1,-1,0,1,1,4,-4,4,-4,4,-4,8,6,1,1
",gs8Om9C",1,0,-1,-1,1,-1,-1,10.714245517666122,"OCgsm89,",-10.714245517666122,-1,0,1,1,-1,1,1,7,-7,7,-7,7,-7,8,5,2,1
?rkH1q@C,1,0,0,0,1,0,2,10.714245517666122,HCrkq1?@,-10.714245517666122,-1,0,0,0,-1,0,-2,7,-7,7,-7,7,-7,8,5,1,2
"/Zy3E,$n",1,0,-1,-1,1,0,0,10.714245517666122,"ZEyn3/,$",-10.714245517666122,-1,0,1,1,-1,0,0,7,-7,7,-7,7,-7,8,4,1,3
6z5i!#?E,0,2,-1,0,1,1,3,10.714245517666122,Ezi65!#?,-10.714245517666122,0,-2,1,0,-1,-1,-3,7,-7,7,-7,7,-7,8,3,2,3
>6GuNLKU,1,0,-1,0,0,0,0,8.39231742277876,GNLKUu6>,-8.39231742277876,-1,0,1,0,0,0,0,1,-1,1,-1,1,-1,8,6,1,1
vOW}my2X,0,0,-1,0,1,-1,-1,10.129283016944967,OWXvmy2},-10.129283016944967,0,0,1,0,-1,1,1,4,-4,4,-4,4,-4,8,6,1,1
0ppAF6)h,0,0,-1,0,1,0,0,10.714245517666122,AFpph06),-10.714245517666122,0,0,1,0,-1,0,0,4,-4,4,-4,4,-4,8,5,2,1
m9sK]2if,0,0,-2,1,1,0,0,9.714245517666122,Kmsif92],-9.714245517666122,0,0,2,-1,-1,0,0,4,-4,4,-4,4,-4,8,5,2,1
a_7.q6ET,0,1,-1,0,1,0,1,11.299208018387276,ETaq76_.,-11.299208018387276,0,-1,1,0,-1,0,-1,4,-4,4,-4,4,-4,8,4,2,2
ax[&P&9_,0,2,-1,0,0,0,1,9.714245517666122,Pax9[&&_,-9.714245517666122,0,-2,1,0,0,0,-1,3,-3,3,-3,3,-3,8,3,1,4
2mF]7CF_,0,1,0,1,0,0,2,10.714245517666122,FCFm27]_,-10.714245517666122,0,-1,0,-1,0,0,-2,6,-6,6,-6,6,-6,8,4,2,2
wSq0b;{%,0,2,0,1,1,0,4,10.129283016944967,Swqb0;{%,-10.129283016944967,0,-2,0,-1,-1,0,-4,3,-3,3,-3,3,-3,8,4,1,3
&8SS&gu[,1,0,-1,0,0,0,0,10.714245517666122,SSgu8&&[,-10.714245517666122,-1,0,1,0,0,0,0,6,-6,6,-6,6,-6,8,4,1,3
$h$O7T;|,1,0,0,-1,1,1,2,9.714245517666122,OTh7$$;|,-9.714245517666122,-1,0,0,1,-1,-1,-2,9,-9,9,-9,9,-9,8,3,1,4
_(YtV5XE,1,0,0,0,1,0,2,9.714245517666122,YVXEt5_(,-9.714245517666122,-1,0,0,0,-1,0,-2,4,-4,4,-4,4,-4,8,5,1,2
v)ze8*L$,0,2,-1,0,0,0,1,10.129283016944967,Lvze8)*$,-10.129283016944967,0,-2,1,0,0,0,-1,6,-6,6,-6,6,-6,8,4,1,3
daY~Z1lU,0,0,-1,1,1,-1,0,10.129283016944967,YZUdal1~,-10.129283016944967,0,0,1,-1,-1,1,0,4,-4,4,-4,4,-4,8,6,1,1
[[53QFjO,1,0,0,0,0,0,1,10.714245517666122,QFOj53[[,-10.714245517666122,-1,0,0,0,0,0,-1,1,-1,1,-1,1,-1,8,4,2,2
4QzGFR$n,0,0,-1,0,0,0,-1,9.714245517666122,QGFRzn4$,-9.714245517666122,0,0,1,0,0,0,1,4,-4,4,-4,4,-4,8,6,1,1
eET+H4H%,0,1,0,0,1,0,2,9.714245517666122,ETHHe4+%,-9.714245517666122,0,-1,0,0,-1,0,-2,6,-6,6,-6,6,-6,8,5,1,2
z6EWw;#|,0,2,0,0,1,0,3,10.714245517666122,EWzw6;#|,-10.714245517666122,0,-2,0,0,-1,0,-3,3,-3,3,-3,3,-3,8,4,1,3
