originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
0NO^;Sv=;,0,3,1,1,0,-1,4,58.99129966509874,NOSv0^;=;,47.69209164671146,11.29920801838728,19.154024546898185,0,3,2,1,0,-1,5,21,17,19,15,13,13,9,4,1,4
nDqh_!#8D,0,3,1,1,0,0,5,58.99129966509874,DDnqh8_!#,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,0,4,17,15,17,15,14,14,9,5,1,3
=Q3)+$WmA,1,3,1,1,0,-1,5,58.99129966509874,QWAm3=)+$,47.69209164671146,11.29920801838728,19.154024546898185,0,3,2,1,0,-1,5,19,17,19,17,15,15,9,4,1,4
"4Rf>U,ke]",0,1,1,0,0,-1,1,58.99129966509874,"RUfke4>,]",46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,20,15,20,15,12,12,9,5,1,3
~e3g]Nf>e,1,1,1,0,1,0,4,58.99129966509874,Negfe3~]>,47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,0,0,-1,2,21,12,21,12,12,12,9,5,1,3
<$tPdBsT0,1,0,3,1,0,0,5,58.99129966509874,PBTtds0<$,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,1,0,0,4,17,15,17,15,14,14,9,6,1,2
y(jdzUq8P,0,0,2,1,1,-1,3,58.99129966509874,UPyjdzq8(,48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,1,0,-1,3,15,12,15,12,12,12,9,7,1,1
6T$!2Rq66,0,1,1,0,1,0,3,58.99129966509874,TRq6266$!,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,0,4,16,12,16,12,13,13,9,3,4,2
",N$0z5PFr",1,0,2,1,1,0,5,58.99129966509874,"NPFzr05,$",46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,0,4,18,13,18,13,13,13,9,5,2,2
}41I<nGlp,1,0,2,1,0,0,4,58.99129966509874,IGnlp41}<,46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,-1,3,18,13,18,13,13,13,9,5,2,2
;2^KBS:In,1,1,1,1,0,-1,3,58.99129966509874,KBSIn2;^:,47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,1,0,-1,3,18,16,17,14,15,15,9,5,1,3
5uP[#Pe-a,0,3,1,1,0,-2,3,58.99129966509874,PPuea5[#-,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,18,14,18,14,12,12,9,5,1,3
nU0/?(!pM,0,5,1,2,0,-1,7,58.99129966509874,UMnp0/?(!,47.1071291459903,11.884170519108435,20.145632638332117,0,3,2,1,0,-1,5,13,12,13,12,14,14,9,4,1,4
$8e=B$BVE,1,1,1,1,0,-1,3,58.99129966509874,BBVEe8$=$,47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,1,0,-1,3,20,16,20,16,15,15,9,5,1,3
n}7U.HG)V,0,3,0,1,0,0,4,58.99129966509874,UHGVn7}.),47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,1,0,-1,3,21,16,21,16,15,15,9,5,1,3
:?8mvhVjr,1,0,3,1,0,0,5,58.99129966509874,Vmvhjr8:?,48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,0,0,0,3,12,11,12,11,12,12,9,6,1,2
2T&%by$Q&,0,3,0,0,0,-1,2,58.99129966509874,TQby2&%$&,47.1071291459903,11.884170519108435,20.145632638332117,0,3,2,1,0,-1,5,19,14,19,14,15,15,9,4,1,4
&e<iDlt9*,1,1,2,1,0,-1,4,58.99129966509874,Deilt9&<*,47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,0,0,-1,2,17,12,16,13,13,13,9,5,1,3
"6yxU$,mn^",0,1,1,1,0,-1,2,58.99129966509874,"Uyxmn6$,^",47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,0,0,-1,2,16,12,15,11,12,12,9,5,1,3
%DO=BP3tL,1,0,2,2,1,-1,5,58.99129966509874,DOBPLt3%=,48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,1,0,-1,3,22,16,22,16,15,15,9,6,1,2
13kN<eQrF,0,0,2,2,0,-1,3,58.99129966509874,NQFker13<,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,1,0,-1,3,17,14,17,14,13,13,9,6,2,1
y8D*FDNC;,0,0,2,1,1,0,4,58.99129966509874,DFDNCy8*;,48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,1,0,0,4,20,17,19,15,15,15,9,6,1,2
/;Bd_mY{7,1,3,0,1,0,-1,4,58.99129966509874,BYdm7/;_{,47.1071291459903,11.884170519108435,20.145632638332117,0,3,2,1,0,-1,5,19,13,19,13,13,13,9,4,1,4
d;6/qQ#X$,0,3,0,1,0,0,4,58.99129966509874,QXdq6;/#$,47.1071291459903,11.884170519108435,20.145632638332117,0,3,2,1,0,0,6,17,14,17,14,13,13,9,4,1,4
@.m^;7Rfe,1,3,1,0,0,-1,4,58.99129966509874,Rmfe7@.^;,47.69209164671146,11.29920801838728,19.154024546898185,0,3,2,0,0,-1,4,16,13,14,11,12,12,9,4,1,4
"_,KQ!46e7",1,1,1,1,1,0,5,58.99129966509874,"KQe467_,!",46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,0,4,18,14,18,14,13,13,9,3,3,3
rO#H)fq}0,0,3,0,1,0,-1,3,58.99129966509874,OHrfq0#)},46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,19,15,19,15,14,14,9,5,1,3
;cy6_b)+R,1,3,1,0,0,0,5,58.99129966509874,Rcyb6;_)+,47.69209164671146,11.29920801838728,19.154024546898185,0,3,2,0,0,-1,4,18,14,18,14,13,13,9,4,1,4
"r4;g,1yUB",0,1,1,1,0,-1,2,58.99129966509874,"UBrgy41;,",46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,-1,3,15,12,15,12,11,11,9,5,2,2
dVb-^s0$},0,3,1,1,0,0,5,58.99129966509874,Vdbs0-^$},47.69209164671146,11.29920801838728,19.154024546898185,0,3,2,0,0,0,5,15,14,14,12,13,13,9,4,1,4
=wJqv8=4p,1,0,2,1,0,0,4,58.99129966509874,Jwqvp84==,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,0,0,0,3,17,12,17,12,10,10,9,5,2,2
<IV)+093x,1,1,1,1,0,-1,3,58.99129966509874,IVx093<)+,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,18,15,18,15,14,14,9,3,3,3
8;Gi8@.*I,0,5,1,0,0,-1,5,58.99129966509874,GIi88;@.*,47.1071291459903,11.884170519108435,20.145632638332117,0,3,2,1,0,-1,5,16,13,15,12,13,13,9,3,2,4
"5zFZ,EmNQ",0,0,2,2,0,-1,3,58.99129966509874,"FZENQzm5,",48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,1,0,-1,3,18,15,18,15,14,14,9,7,1,1
&5}+UsOes,1,1,2,1,0,-1,4,58.99129966509874,UOses5&}+,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,14,13,14,13,14,14,9,5,1,3
bV6tpL:AN,0,0,2,2,1,-1,4,58.99129966509874,VLANbtp6:,47.69209164671146,11.29920801838728,19.154024546898185,0,0,3,1,0,-1,3,17,14,17,14,14,14,9,7,1,1
i0<zU)$W+,0,3,0,1,0,-1,3,58.99129966509874,UWiz0<)$+,47.1071291459903,11.884170519108435,20.145632638332117,0,3,2,1,0,-1,5,18,15,18,15,15,15,9,4,1,4
vE@A5;{*G,0,5,0,1,0,-1,5,58.99129966509874,EAGv5@;{*,47.69209164671146,11.29920801838728,19.154024546898185,0,3,2,1,0,-1,5,17,14,18,15,15,15,9,4,1,4
{8og:@Rf7,1,1,2,0,0,-1,3,58.99129966509874,Rogf87{:@,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,0,0,-1,2,17,13,17,13,13,13,9,4,2,3
glv=tds1J,0,0,2,0,1,0,3,58.99129966509874,Jglvtds1=,50.014019741598815,8.977279923499918,15.217972776435001,0,0,3,0,0,0,3,15,12,15,12,10,10,9,7,1,1
-0nbF|[<d,1,3,1,1,0,0,6,58.99129966509874,Fnbd0-|[<,47.69209164671146,11.29920801838728,19.154024546898185,0,3,2,0,0,0,5,15,12,15,12,12,12,9,4,1,4
~R>3<!g&{,1,7,0,0,0,0,8,58.99129966509874,Rg3~><!&{,50.014019741598815,8.977279923499918,15.217972776435001,0,7,1,0,0,0,8,21,14,21,14,16,16,9,2,1,6
@jg6N}_]B,1,3,1,0,1,0,6,58.99129966509874,NBjg6@}_],47.1071291459903,11.884170519108435,20.145632638332117,0,3,2,1,0,0,6,18,13,18,13,14,14,9,4,1,4
",pZXR0?y[",1,1,2,1,0,0,5,58.99129966509874,"ZXRpy0,?[",46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,18,14,18,14,13,13,9,5,1,3
dJiceZ[f3,0,0,2,1,0,-1,2,58.99129966509874,JZdicef3[,48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,1,0,-1,3,15,13,15,13,11,11,9,7,1,1
7cXAOm|Ph,0,0,2,1,0,-1,2,58.99129966509874,XAOPcmh7|,47.69209164671146,11.29920801838728,19.154024546898185,0,0,3,1,0,-1,3,18,15,18,15,14,14,9,7,1,1
<)-b8Dh?@,1,5,1,0,1,0,8,58.99129966509874,Dbh8<)-?@,48.42905724087767,10.562242424221072,17.904746096770698,0,5,1,0,0,0,6,17,13,17,13,14,14,9,3,1,5
;v7M1Ax~i,1,0,2,0,1,-1,3,58.99129966509874,MAvxi71;~,46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,-1,3,20,13,20,13,12,12,9,5,2,2
lMOh3A+7>,0,0,2,1,1,-1,3,58.99129966509874,MOAlh37+>,46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,-1,3,18,14,18,14,14,14,9,5,2,2
^VzVK5m1^,1,0,3,1,1,0,6,58.99129966509874,VVKzm51^^,46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,0,4,19,14,17,13,14,14,9,5,2,2
1t(sg{pSf,0,1,0,1,0,0,2,58.99129966509874,Stsgpf1({,48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,0,0,0,3,17,12,17,12,12,12,9,6,1,2
^+SMkli5o,1,0,3,1,1,-1,5,58.99129966509874,SMklio5^+,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,-1,3,16,13,16,13,13,13,9,6,1,2
1!ZwdGqc3,0,0,2,1,0,0,3,58.99129966509874,ZGwdqc13!,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,0,4,14,12,14,12,12,12,9,6,2,1
"s<G)Z1,OO",0,3,0,1,0,0,4,58.99129966509874,"GZOOs1<),",47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,1,0,-1,3,20,16,20,16,15,15,9,5,1,3
>jCx8Xh5$,1,0,3,1,1,0,6,58.99129966509874,CXjxh85>$,46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,0,4,17,14,17,14,13,13,9,5,2,2
i5!R>p?zz,0,3,0,0,0,0,3,58.99129966509874,Ripzz5!>?,47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,0,0,-1,2,17,13,17,13,13,13,9,5,1,3
3K>Yg$?g4,0,3,0,0,0,-1,2,58.99129966509874,KYgg34>$?,46.1071291459903,12.884170519108435,21.840797867233885,0,1,2,1,0,-1,3,19,14,19,14,14,14,9,4,2,3
o4F+}?@zG,0,5,1,1,1,0,8,58.99129966509874,FGoz4+}?@,47.1071291459903,11.884170519108435,20.145632638332117,0,3,2,1,0,-1,5,17,14,17,14,15,15,9,4,1,4
l!]oeOV1$,0,1,2,1,0,-1,3,58.99129966509874,OVloe1!]$,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,15,14,15,14,13,13,9,5,1,3
g@sc}?oS9,0,3,0,1,0,-1,3,58.99129966509874,Sgsco9@}?,47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,0,0,0,3,17,13,17,13,13,13,9,5,1,3
l#RbV0mDS,0,0,2,1,1,0,4,58.99129966509874,RVDSlbm0#,47.69209164671146,11.29920801838728,19.154024546898185,0,0,3,1,0,0,4,18,15,18,15,14,14,9,7,1,1
/2MCPz@+5,1,1,2,1,0,0,5,58.99129966509874,MCPz25/@+,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,0,4,17,14,17,14,14,14,9,4,2,3
"_a,ZTzzn5",1,0,2,1,0,0,4,58.99129966509874,"ZTazzn5_,",47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,1,0,-1,3,17,14,17,14,12,12,9,6,1,2
}vr6Oj4G(,1,0,3,0,1,-1,4,58.99129966509874,OGvrj64}(,46.1071291459903,12.884170519108435,21.840797867233885,0,0,3,1,0,-1,3,19,14,19,14,13,13,9,5,2,2
k-{&0UC0I,0,3,1,1,1,-1,5,58.99129966509874,UCIk00-{&,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,-1,3,18,15,18,15,14,14,9,4,2,3
nnZZ-n@5F,0,1,1,1,0,0,3,58.99129966509874,ZZFnnn5-@,46.69209164671146,12.29920801838728,20.849189775799957,0,0,3,1,0,0,4,16,13,16,13,13,13,9,6,1,2
9(5vp$Qqc,0,1,1,0,0,0,2,58.99129966509874,Qvpqc95($,47.1071291459903,11.884170519108435,20.145632638332117,0,0,3,0,0,0,3,14,11,14,11,12,12,9,5,2,2
vq~.F+J95,0,3,0,0,0,0,3,58.99129966509874,FJvq95~.+,46.1071291459903,12.884170519108435,21.840797867233885,0,1,2,1,0,0,4,19,15,19,15,13,13,9,4,2,3
$ig*k-45K,1,1,1,0,0,-1,2,58.99129966509874,Kigk45$*-,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,0,0,-1,2,17,13,16,11,12,12,9,4,2,3
4~T=wEWJ[,0,1,1,1,0,-1,2,58.99129966509874,TEWJw4~=[,47.69209164671146,11.29920801838728,19.154024546898185,0,1,2,1,0,-1,3,21,15,21,15,14,14,9,5,1,3
|O/MyNH4M,1,0,2,1,1,-1,4,58.99129966509874,OMNHMy4|/,48.42905724087767,10.562242424221072,17.904746096770698,0,0,3,1,0,-1,3,21,17,21,17,15,15,9,6,1,2
3/E^z{]JS,0,5,0,1,0,0,6,58.99129966509874,EJSz3/^{],47.69209164671146,11.29920801838728,19.154024546898185,0,3,2,1,0,-1,5,20,14,19,14,14,14,9,4,1,4
?_0$%ekwP,1,3,1,1,0,-1,5,58.99129966509874,Pekw0?_$%,47.69209164671146,11.29920801838728,19.154024546898185,0,3,2,0,0,-1,4,15,14,15,14,14,14,9,4,1,4
3)0{ND7}m,0,3,1,1,0,0,5,58.99129966509874,NDm307){},46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,0,4,17,13,17,13,14,14,9,3,3,3
a1PM^}X|3,0,3,1,1,1,0,6,58.99129966509874,PMXa13^}|,46.69209164671146,12.29920801838728,20.849189775799957,0,1,2,1,0,0,4,20,14,20,14,15,15,9,4,2,3
