originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
",gfz9AF&&Y",1,1,2,1,1,-1,5,65.54588851677637,"AFYgfz9,&&",51.50971490422289,14.036173612553485,21.41427010934629,0,1,3,1,0,-1,4,19,14,19,14,15,15,10,6,1,3
+<<+jqW1H/,1,5,2,1,1,0,10,65.54588851677637,WHjq1+<<+/,52.661717997667935,12.884170519108435,19.656718080510498,0,5,2,1,0,0,8,18,15,18,15,16,16,10,4,1,5
*yoS9**>=g,1,5,1,1,0,-1,7,65.54588851677637,Syog9***>=,53.2466804983891,12.29920801838728,18.76427079821996,0,5,2,0,0,-1,6,17,13,16,13,15,15,10,4,1,5
ex.iS_6:ql,0,3,0,1,0,-2,2,65.54588851677637,Sexiql6._:,53.2466804983891,12.29920801838728,18.76427079821996,0,1,3,0,0,-1,3,17,14,17,14,13,13,10,6,1,3
"dgqG$b}&1,",0,3,1,1,0,0,5,65.54588851677637,"Gdgqb1$}&,",52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,0,0,0,5,16,14,16,14,14,14,10,5,1,4
acQi-9!9ad,0,1,1,1,0,-2,1,65.54588851677637,Qaciad99-!,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,0,0,-1,2,13,12,13,12,12,12,10,6,2,2
.VTtX*5sd&,1,1,2,1,0,0,5,65.54588851677637,VTXtsd5.*&,51.50971490422289,14.036173612553485,21.41427010934629,0,1,3,1,0,0,5,20,16,18,14,15,15,10,6,1,3
$kP$9:EH2Y,1,1,1,2,1,-1,5,65.54588851677637,PEHYk92$$:,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,-1,4,20,15,20,15,17,17,10,5,2,3
"#c$K,4O=cK",1,3,0,1,0,0,5,65.54588851677637,"KOKcc4#$,=",51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,23,17,23,17,15,15,10,5,1,4
"v*u}97h,RE",0,3,1,1,0,-1,4,65.54588851677637,"REvuh97*},",50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,-1,4,21,15,20,15,14,14,10,5,2,3
w|UXZ*F27),0,1,2,1,0,-1,3,65.54588851677637,UXZFw27|*),51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,-1,4,21,17,20,17,17,17,10,5,2,3
bqLe5jj=3f,0,0,3,1,1,-1,4,65.54588851677637,Lbqejjf53=,54.2466804983891,11.29920801838728,17.238622092208367,0,0,4,0,0,-1,3,17,13,17,13,11,11,10,7,2,1
a2o}M+#?|A,0,7,1,0,1,0,9,65.54588851677637,MAao2}+#?|,52.661717997667935,12.884170519108435,19.656718080510498,0,5,2,1,0,-1,7,22,16,22,16,17,17,10,4,1,5
^zJ1#TFFcP,1,0,3,2,0,0,6,65.54588851677637,JTFFPzc1^#,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,1,0,0,4,21,17,20,17,17,17,10,7,1,2
$8~|G}dHXW,1,3,1,1,0,0,6,65.54588851677637,GHXWd8$~|},52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,1,0,0,6,20,16,20,16,18,18,10,5,1,4
6FJB](p?}o,0,5,1,1,0,0,7,65.54588851677637,FJBpo6](?},51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,22,17,22,17,16,16,10,5,1,4
",rCds+Y]9~",1,3,1,1,0,0,6,65.54588851677637,"CYrds9,+]~",51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,21,14,21,14,14,14,10,5,1,4
hm~n0QVA>+,0,1,2,1,1,-2,3,65.54588851677637,QVAhmn0~>+,51.50971490422289,14.036173612553485,21.41427010934629,0,1,3,1,0,-1,4,20,15,20,15,16,16,10,6,1,3
-NfT2pj>um,1,0,2,1,1,-1,4,65.54588851677637,NTfpjum2->,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,1,0,-1,3,19,14,19,14,13,13,10,7,1,2
8$y8SobVeh,0,0,3,1,1,-1,4,65.54588851677637,SVyobeh88$,52.661717997667935,12.884170519108435,19.656718080510498,0,0,4,1,0,-1,4,16,13,16,13,13,13,10,7,2,1
rW#g^0Bc&y,0,3,1,1,0,0,5,65.54588851677637,WBrgcy0#^&,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,0,5,21,15,19,15,15,15,10,6,1,3
#o~O}D%?I6,1,5,0,0,0,0,6,65.54588851677637,ODIo6#~}%?,53.2466804983891,12.29920801838728,18.76427079821996,0,5,2,1,0,-1,7,27,16,27,16,18,18,10,4,1,5
9Z##LfrTK9,0,1,2,1,0,0,4,65.54588851677637,ZLTKfr99##,51.33978990278057,14.206098613995799,21.673515967915773,0,0,3,1,0,0,4,20,16,20,16,16,16,10,6,2,2
"+M|6og1?Y,",1,3,1,0,1,-1,5,65.54588851677637,"MYog61+|?,",51.33978990278057,14.206098613995799,21.673515967915773,0,3,2,1,0,-1,5,22,15,22,15,15,15,10,4,2,4
3HuWQ|393v,0,0,3,1,0,-1,3,65.54588851677637,HWQuv3393|,51.92475240350173,13.621136113274641,20.781068685625232,0,0,4,1,0,-1,4,19,15,19,15,14,14,10,5,4,1
kDG9(M-z@u,0,3,1,1,0,0,5,65.54588851677637,DGMkzu9(-@,51.50971490422289,14.036173612553485,21.41427010934629,0,1,3,1,0,-1,4,19,14,19,14,15,15,10,6,1,3
^p44+rAd?a,1,1,2,1,0,-1,4,65.54588851677637,Aprda44^+?,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,0,0,-1,3,19,14,18,14,14,14,10,5,2,3
bCMj(0S76i,0,0,2,1,1,0,4,65.54588851677637,CMSbji076(,51.50971490422289,14.036173612553485,21.41427010934629,0,0,4,1,0,-1,4,17,14,17,14,14,14,10,6,3,1
"z9$pDC:g,H",0,3,1,1,0,0,5,65.54588851677637,"DCHzpg9$:,",51.50971490422289,14.036173612553485,21.41427010934629,0,1,3,1,0,0,5,19,14,19,14,15,15,10,6,1,3
{>phBW1J7$,1,1,3,1,1,0,7,65.54588851677637,BWJph17{>$,50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,0,5,19,16,19,16,16,16,10,5,2,3
<T0Srf[TNg,1,0,3,1,1,0,6,65.54588851677637,TSTNrfg0<[,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,0,4,22,16,22,16,15,15,10,7,1,2
$P6<1)LAYv,1,1,1,1,0,-1,3,65.54588851677637,PLAYv61$<),51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,-1,4,20,17,20,17,17,17,10,5,2,3
2JwIfsH=Is,0,0,3,1,0,-2,2,65.54588851677637,JIHIwfss2=,52.92475240350173,12.621136113274641,19.25541997961364,0,0,4,1,0,-1,4,19,16,19,16,14,14,10,8,1,1
r}}~KN)R7R,0,5,0,1,1,0,7,65.54588851677637,KNRRr7}}~),52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,1,0,0,6,21,17,21,17,18,18,10,5,1,4
2r{|fnL<&m,0,5,1,1,0,0,7,65.54588851677637,Lrfnm2{|<&,52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,0,0,0,5,20,14,20,14,15,15,10,5,1,4
hyPNC<R1wA,0,0,3,2,1,-2,4,65.54588851677637,PNCRAhyw1<,53.2466804983891,12.29920801838728,18.76427079821996,0,0,4,1,0,-1,4,20,17,20,17,16,16,10,8,1,1
fv)2HyDboG,0,0,2,1,0,-1,2,65.54588851677637,HDGfvybo2),53.2466804983891,12.29920801838728,18.76427079821996,0,0,4,1,0,-1,4,15,14,15,14,14,14,10,8,1,1
5{XgGf52-K,0,1,2,1,0,0,4,65.54588851677637,XGKgf552{-,50.92475240350173,14.621136113274641,22.306717391636827,0,0,3,1,0,0,4,18,16,18,16,14,14,10,5,3,2
wm($^73CuK,0,3,1,1,0,-1,4,65.54588851677637,CKwmu73($^,50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,-1,4,16,14,14,13,15,15,10,5,2,3
/4|.Sq[qrw,1,3,1,0,0,0,5,65.54588851677637,Sqqrw4/|.[,52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,0,0,0,5,18,15,18,15,12,12,10,5,1,4
j?q0-ltaS=,0,1,1,1,0,-1,2,65.54588851677637,Sjqlta0?-=,53.2466804983891,12.29920801838728,18.76427079821996,0,1,3,0,0,-1,3,17,13,17,13,12,12,10,6,1,3
2x*^{>0F5M,0,5,1,0,1,0,7,65.54588851677637,FMx205*^{>,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,0,6,20,14,20,14,16,16,10,3,3,4
q)6X=cmo>[,0,3,1,0,0,-1,3,65.54588851677637,Xqcmo6)=>[,52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,0,0,-1,4,18,13,18,13,13,13,10,5,1,4
wl.Zh3TXMv,0,0,2,1,1,0,4,65.54588851677637,ZTXMwlhv3.,52.92475240350173,12.621136113274641,19.25541997961364,0,0,4,1,0,0,5,18,15,18,15,14,14,10,8,1,1
.s14./Ehh6,1,1,2,0,0,-1,3,65.54588851677637,Eshh146../,51.50971490422289,14.036173612553485,21.41427010934629,0,1,3,0,0,-1,3,16,12,16,12,11,11,10,4,3,3
w)b~SL9C;8,0,3,1,1,1,0,6,65.54588851677637,SLCwb98)~;,50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,0,5,21,16,21,16,15,15,10,5,2,3
9c}hxj3xY&,0,0,2,1,1,0,4,65.54588851677637,Ychxjx93}&,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,0,0,-1,2,19,14,19,14,13,13,10,6,2,2
3tvnr)fVbO,0,0,3,1,0,-1,3,65.54588851677637,VOtvnrfb3),54.2466804983891,11.29920801838728,17.238622092208367,0,0,4,1,0,-1,4,16,13,16,13,13,13,10,8,1,1
w11_Jk&tMn,0,1,1,1,0,0,3,65.54588851677637,JMwktn11_&,51.33978990278057,14.206098613995799,21.673515967915773,0,0,3,1,0,0,4,17,15,17,15,14,14,10,6,2,2
1?fG*W*qG=,0,3,0,2,0,0,5,65.54588851677637,GWGfq1?**=,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,0,6,23,15,21,15,16,16,10,5,1,4
@pfIBH:s8K,1,0,3,1,1,-1,5,65.54588851677637,IBHKpfs8@:,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,20,15,20,15,16,16,10,7,1,2
@P:Ej=9E#k,1,3,0,0,0,-1,3,65.54588851677637,PEEjk9@:=#,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,24,15,24,15,16,16,10,5,1,4
-4[UiT%Dak,1,1,2,1,0,-2,3,65.54588851677637,UTDiak4-[%,51.50971490422289,14.036173612553485,21.41427010934629,0,1,3,1,0,-1,4,19,15,19,15,14,14,10,6,1,3
0MVLqTc[_r,0,1,3,1,0,0,5,65.54588851677637,MVLTqcr0[_,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,0,4,19,16,19,16,15,15,10,7,1,2
wEN]1Yv>~k,0,3,2,1,0,-2,4,65.54588851677637,ENYwvk1]>~,51.50971490422289,14.036173612553485,21.41427010934629,0,1,3,1,0,-1,4,20,15,20,15,15,15,10,6,1,3
]$sYtED>l9,1,1,2,1,0,-1,4,65.54588851677637,YEDstl9]$>,51.50971490422289,14.036173612553485,21.41427010934629,0,1,3,1,0,-1,4,21,17,21,17,15,15,10,6,1,3
"1Rq6Qlf,(:",0,1,3,0,1,0,5,65.54588851677637,"RQqlf16,(:",50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,0,5,17,13,17,13,14,14,10,5,2,3
",2QQr*_.O$",1,5,1,1,0,0,8,65.54588851677637,"QQOr2,*_.$",53.2466804983891,12.29920801838728,18.76427079821996,0,5,2,1,0,-1,7,20,16,20,16,16,16,10,4,1,5
?hw4f5R+{R,1,1,2,0,1,0,5,65.54588851677637,RRhwf45?+{,50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,0,5,21,14,21,14,15,15,10,5,2,3
[OHjEa&c8i,1,0,3,1,1,-1,5,65.54588851677637,OHEjaci8[&,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,20,16,20,16,14,14,10,7,1,2
<i*?x7l[RG,1,3,1,1,1,0,7,65.54588851677637,RGixl7<*?[,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,-1,5,24,16,22,16,15,15,10,5,1,4
=j-N5ka.wd,1,1,1,0,1,-1,3,65.54588851677637,Njkawd5=-.,53.2466804983891,12.29920801838728,18.76427079821996,0,1,3,0,0,-1,3,20,14,20,14,11,11,10,6,1,3
_raH&}$:6G,1,5,1,1,0,-1,7,65.54588851677637,HGra6_&}$:,52.661717997667935,12.884170519108435,19.656718080510498,0,5,2,1,0,-1,7,19,17,19,17,17,17,10,4,1,5
8$P[-Spp=K,0,5,1,0,0,0,6,65.54588851677637,PSKpp8$[-=,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,0,6,22,17,22,17,14,14,10,5,1,4
sy9!y_4kUy,0,1,2,1,0,-2,2,65.54588851677637,Usyyky94!_,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,0,0,-1,2,17,13,17,13,13,13,10,6,2,2
8t8v..foQn,0,1,2,1,1,-2,3,65.54588851677637,Qtvfon88..,52.661717997667935,12.884170519108435,19.656718080510498,0,0,3,0,0,-1,2,17,12,17,12,11,11,10,6,2,2
tPMaDHk~2*,0,0,3,1,0,-1,3,65.54588851677637,PMDHtak2~*,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,18,16,17,17,16,16,10,7,1,2
6nS/CNN5EL,0,0,3,2,1,-1,5,65.54588851677637,SCNNELn65/,54.2466804983891,11.29920801838728,17.238622092208367,0,0,4,1,0,-1,4,22,17,22,17,16,16,10,7,2,1
"s#4vY,%Eaw",0,3,1,1,0,-2,3,65.54588851677637,"YEsvaw4#,%",51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,-1,4,19,16,19,16,14,14,10,6,1,3
&^0#%W18xp,1,3,2,0,1,0,7,65.54588851677637,Wxp018&^#%,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,0,0,0,5,18,13,16,13,15,15,10,3,3,4
%Fap[h+1?a,1,3,1,0,0,-1,4,65.54588851677637,Fapha1%[+?,52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,0,0,-1,4,21,14,21,14,14,14,10,5,1,4
+xQ%Pa!0V0,1,1,1,1,1,-1,4,65.54588851677637,QPVxa00+%!,50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,0,5,22,16,22,16,16,16,10,5,2,3
)^9eV50FMp,1,0,3,1,1,-1,5,65.54588851677637,VFMep950)^,50.92475240350173,14.621136113274641,22.306717391636827,0,0,3,1,0,-1,3,19,15,17,14,15,15,10,5,3,2
5cL$bTdzfI,0,0,3,2,0,-1,4,65.54588851677637,LTIcbdzf5$,53.2466804983891,12.29920801838728,18.76427079821996,0,0,4,1,0,-1,4,17,14,17,14,14,14,10,8,1,1
"@7iu7ILr$,",1,1,3,1,1,-1,6,65.54588851677637,"ILiur77@$,",50.92475240350173,14.621136113274641,22.306717391636827,0,1,3,1,0,-1,4,17,13,17,13,14,14,10,5,2,3
h?4qEajS$E,0,1,2,1,0,-1,3,65.54588851677637,ESEhqaj4?$,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,17,14,17,14,15,15,10,7,1,2
0}zK49$xpp,0,1,1,1,0,0,3,65.54588851677637,Kzxpp049}$,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,0,0,0,3,16,14,16,14,13,13,10,5,3,2
y-J{[%2myx,0,5,1,0,0,-1,5,65.54588851677637,Jymyx2-{[%,52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,0,0,-1,4,17,13,17,13,13,13,10,5,1,4
/VaB6n?UlG,1,0,3,2,1,-2,5,65.54588851677637,VBUGanl6/?,51.92475240350173,13.621136113274641,20.781068685625232,0,0,3,1,0,-1,3,20,15,20,15,15,15,10,7,1,2
85F$LpFc:R,0,1,2,1,0,0,4,65.54588851677637,FLFRpc85$:,51.33978990278057,14.206098613995799,21.673515967915773,0,0,3,1,0,0,4,20,15,20,15,16,16,10,6,2,2
:p{4/_LzcW,1,3,1,1,0,0,6,65.54588851677637,LWpzc4:{/_,51.92475240350173,13.621136113274641,20.781068685625232,0,3,2,1,0,0,6,19,16,19,16,15,15,10,5,1,4
%y$.p3G%bo,1,3,1,0,1,-1,5,65.54588851677637,Gypbo3%$.%,52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,0,0,-1,4,21,15,21,15,14,14,10,5,1,4
j|wK}&nl5*,0,3,1,1,0,0,5,65.54588851677637,Kjwnl5|}&*,52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,0,0,0,5,20,15,19,14,15,15,10,5,1,4
xcjL5n)_c;,0,1,2,1,1,0,5,65.54588851677637,Lxcjnc5)_;,53.2466804983891,12.29920801838728,18.76427079821996,0,1,3,0,0,0,4,17,14,17,14,13,13,10,6,1,3
"qQUD6$&}X,",0,3,2,1,0,-1,5,65.54588851677637,"QUDXq6$&},",52.92475240350173,12.621136113274641,19.25541997961364,0,3,2,1,0,-1,5,18,17,18,17,17,17,10,5,1,4
5nZxwig:us,0,0,3,1,0,-2,2,65.54588851677637,Znxwigus5:,56.054035420446695,9.491853096329676,14.481233394067502,0,0,4,0,0,-1,3,15,12,15,12,12,12,10,8,1,1
&nmbF7Zaue,1,0,4,1,1,-1,6,65.54588851677637,FZnmbaue7&,54.2466804983891,11.29920801838728,17.238622092208367,0,0,4,1,0,-1,4,16,13,16,13,13,13,10,8,1,1
q]Dk9c.I.f,0,3,1,0,1,0,5,65.54588851677637,DIqkcf9]..,51.92475240350173,13.621136113274641,20.781068685625232,0,1,3,1,0,-1,4,21,15,21,15,12,12,10,6,1,3
